날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,36550,37100,35500,35950,726,-2.837837837837838
2024-01-03,36000,36200,35600,35850,14035,-0.27816411682892905
2024-01-04,36150,36400,35400,35950,251,0.2789400278940028
2024-01-05,36100,36100,35500,36000,108,0.13908205841446453
2024-01-08,36700,36700,35650,35850,245,-0.4166666666666667
2024-01-09,36200,36200,35450,35900,296,0.1394700139470014
2024-01-10,36250,36250,35000,36000,240,0.2785515320334262
2024-01-11,35600,36150,35500,35900,189,-0.2777777777777778
2024-01-12,35900,36200,35600,36000,270,0.2785515320334262
2024-01-15,36450,36450,35000,35800,377,-0.5555555555555556
2024-01-16,36000,36000,34550,35750,211,-0.13966480446927373
2024-01-17,35800,35800,34600,35000,617,-2.097902097902098
2024-01-18,34950,35000,34950,35000,75,0.0
2024-01-19,35000,35100,34450,34800,380,-0.5714285714285714
2024-01-22,35000,35000,34250,34700,256,-0.28735632183908044
2024-01-23,34700,34700,34400,34600,191,-0.2881844380403458
2024-01-24,34900,34900,34400,34600,62,0.0
2024-01-25,34650,34650,34150,34650,63,0.1445086705202312
2024-01-26,35100,35100,34450,34750,156,0.2886002886002886
2024-01-29,34750,36050,34750,36000,1184,3.597122302158273
2024-01-30,36050,37000,35500,36700,2664,1.9444444444444444
2024-01-31,36800,37100,35700,37050,916,0.9536784741144414
