투자자구분,매도,매수,순매수
금융투자,186760243800,165526558200,-21233685600
보험,10915661400,4802579000,-6113082400
투신,11526416800,7619193600,-3907223200
사모,18115440900,14875004100,-3240436800
은행,186318000,15044700,-171273300
기타금융,33132400,2684200,-30448200
연기금 등,459450978100,469076486300,9625508200
기관합계,686988191400,661917550100,-25070641300
기타법인,8094491700,2791576500,-5302915200
개인,224195358500,151620838300,-72574520200
외국인,899313525570,1003000376370,103686850800
기타외국인,1030140700,291366600,-738774100
전체,1819621707870,1819621707870,0
