투자자구분,매도,매수,순매수
금융투자,193199349700,183863369300,-9335980400
보험,6514505100,1441623000,-5072882100
투신,22166792300,26778593300,4611801000
사모,32548018800,7035429800,-25512589000
은행,240079300,957554300,717475000
기타금융,1165732800,8588400,-1157144400
연기금 등,938842345800,884811320500,-54031025300
기관합계,1194676823800,1104896478600,-89780345200
기타법인,22261416600,6306590100,-15954826500
개인,471608509900,295814541900,-175793968000
외국인,430993427597,713353331597,282359904000
기타외국인,1844950100,1014185800,-830764300
전체,2121385127997,2121385127997,0
