투자자구분,매도,매수,순매수
금융투자,26499627000,62507833000,36008206000
보험,2395942700,1829910500,-566032200
투신,16566901600,20864693900,4297792300
사모,7900168200,24614393100,16714224900
은행,7803300,535224000,527420700
기타금융,36164200,534673300,498509100
연기금 등,271543750100,286939449200,15395699100
기관합계,324950357100,397826177000,72875819900
기타법인,5004003100,2879128600,-2124874500
개인,187337582800,93216485000,-94121097800
외국인,135739965024,159024626124,23284661100
기타외국인,571114200,656605500,85491300
전체,653603022224,653603022224,0
