투자자구분,매도,매수,순매수
금융투자,33019282100,244886964000,211867681900
보험,3976977600,7905989200,3929011600
투신,23844158200,31685051200,7840893000
사모,12215481300,38686781300,26471300000
은행,122369500,551793400,429423900
기타금융,255565200,713841100,458275900
연기금 등,548183158700,564230903300,16047744600
기관합계,621616992600,888661323500,267044330900
기타법인,8129373300,3128018000,-5001355300
개인,415986123800,162279768400,-253706355400
외국인,284584739624,276975568824,-7609170800
기타외국인,1462358300,734908900,-727449400
전체,1331779587624,1331779587624,0
