투자자구분,매도,매수,순매수
금융투자,57936234900,14920904200,-43015330700
보험,4356996500,4679558700,322562200
투신,6327743000,12935463500,6607720500
사모,20784385800,14048065300,-6736320500
은행,223251500,557700900,334449400
기타금융,18583100,22252300,3669200
연기금 등,263859251100,269301219900,5441968800
기관합계,353506445900,316465164800,-37041281100
기타법인,10291608600,1283798200,-9007810400
개인,222618188600,72255789400,-150362399200
외국인,247837487831,444438748831,196601261000
기타외국인,644932000,455161700,-189770300
전체,834898662931,834898662931,0
