투자자구분,매도,매수,순매수
금융투자,174284488800,170925252900,-3359235900
보험,5006719300,15170740200,10164020900
투신,9045290100,14382722500,5337432400
사모,7755474400,21787258900,14031784500
은행,865978700,611205000,-254773700
기타금융,544544900,2663100,-541881800
연기금 등,686794383400,653944427800,-32849955600
기관합계,884296879600,876824270400,-7472609200
기타법인,9482162900,6379138800,-3103024100
개인,347859557000,166033763900,-181825793100
외국인,297314301898,492419879298,195105577400
기타외국인,3614523100,910372100,-2704151000
전체,1542567424498,1542567424498,0
