투자자구분,매도,매수,순매수
금융투자,59007000000,58565278700,-441721300
보험,5479671500,2088656500,-3391015000
투신,10563632300,8352335000,-2211297300
사모,5234423200,3365423200,-1869000000
은행,32823700,908269300,875445600
기타금융,387163500,136291900,-250871600
연기금 등,183450630000,191798765300,8348135300
기관합계,264155344200,265215019900,1059675700
기타법인,2372453600,2857937400,485483800
개인,189934758500,100817557300,-89117201200
외국인,263559940092,351279977692,87720037600
기타외국인,420161700,272165800,-147995900
전체,720442658092,720442658092,0
