투자자구분,매도,매수,순매수
금융투자,241566374400,314980823300,73414448900
보험,15610628200,4103366000,-11507262200
투신,48068855000,37584040400,-10484814600
사모,39204067600,26020213600,-13183854000
은행,143186500,2407418300,2264231800
기타금융,2467952900,3434300,-2464518600
연기금 등,978816318900,941688811700,-37127507200
기관합계,1325877383500,1326788107600,910724100
기타법인,17495268000,18526695600,1031427600
개인,806987286000,478798385400,-328188900600
외국인,615545783591,942575671091,327029887500
기타외국인,2283335200,1500196600,-783138600
전체,2768189056291,2768189056291,0
