투자자구분,매도,매수,순매수
금융투자,32400822600,248155564100,215754741500
보험,8776658600,8259794300,-516864300
투신,12985292300,17104832300,4119540000
사모,18919058700,15963973300,-2955085400
은행,1367372500,145253700,-1222118800
기타금융,47038400,160151500,113113100
연기금 등,584458467600,567289710500,-17168757100
기관합계,658954710700,857079279700,198124569000
기타법인,4681381800,4748878000,67496200
개인,339597479900,184742838100,-154854641800
외국인,605439320546,562408537546,-43030783000
기타외국인,980779400,674139000,-306640400
전체,1609653672346,1609653672346,0
