투자자구분,매도,매수,순매수
금융투자,29801282000,567559894700,537758612700
보험,2962748900,19689772300,16727023400
투신,14359290800,20138876800,5779586000
사모,9381819400,28960114900,19578295500
은행,260470500,16569400,-243901100
기타금융,833271800,180823600,-652448200
연기금 등,580791260100,569091154700,-11700105400
기관합계,638390143500,1205637206400,567247062900
기타법인,18344705500,6646519700,-11698185800
개인,1075450385700,222112444000,-853337941700
외국인,391847452500,692595519200,300748066700
기타외국인,3420265500,461263400,-2959002100
전체,2127452952700,2127452952700,0
