투자자구분,매도,매수,순매수
금융투자,108846188100,67837489100,-41008699000
보험,14141023100,5292885500,-8848137600
투신,39021177600,13952647400,-25068530200
사모,15780087000,6842506800,-8937580200
은행,2774164800,78875200,-2695289600
기타금융,190232500,20061500,-170171000
연기금 등,564791192300,552595900100,-12195292200
기관합계,745544065400,646620365600,-98923699800
기타법인,11289023100,5093058600,-6195964500
개인,376125039800,239506934000,-136618105800
외국인,378510717200,621426087900,242915370700
기타외국인,2057020000,879419400,-1177600600
전체,1513525865500,1513525865500,0
