투자자구분,매도,매수,순매수
금융투자,127748944500,418151424400,290402479900
보험,7062401400,22275173700,15212772300
투신,14502389700,20919173800,6416784100
사모,13231432800,51938480400,38707047600
은행,1184104300,61332800,-1122771500
기타금융,939845500,57543300,-882302200
연기금 등,595349525000,600009920300,4660395300
기관합계,760018643200,1113413048700,353394405500
기타법인,22003427400,8211047700,-13792379700
개인,1280852624600,256831933800,-1024020690800
외국인,534203411700,1221661126300,687457714600
기타외국인,3815664500,776614900,-3039049600
전체,2600893771400,2600893771400,0
