투자자구분,매도,매수,순매수
금융투자,192714208200,217330284500,24616076300
보험,6696603200,5623743700,-1072859500
투신,22012822700,21838058000,-174764700
사모,34765461900,15041766900,-19723695000
은행,421422000,967628300,546206300
기타금융,598290900,794370500,196079600
연기금 등,570299987700,581841147900,11541160200
기관합계,827508796600,843436999800,15928203200
기타법인,10165498700,7714979900,-2450518800
개인,505926703900,207904880500,-298021823400
외국인,516514554892,801654222392,285139667500
기타외국인,1088958600,493430100,-595528500
전체,1861204512692,1861204512692,0
