투자자구분,매도,매수,순매수
금융투자,44832748800,32243500400,-12589248400
보험,500469900,7676543000,7176073100
투신,2214282700,9852264900,7637982200
사모,3854286200,18971720300,15117434100
은행,131783900,9940000,-121843900
기타금융,2041700,1889300,-152400
연기금 등,339953532300,326074415300,-13879117000
기관합계,391489145500,394830273200,3341127700
기타법인,5812601200,3782778100,-2029823100
개인,144361746700,101133053000,-43228693700
외국인,135318419798,177210163498,41891743700
기타외국인,579968600,605614000,25645400
전체,677561881798,677561881798,0
