투자자구분,매도,매수,순매수
금융투자,171175595500,318329752400,147154156900
보험,7133758000,9180932800,2047174800
투신,18422612600,31787477000,13364864400
사모,38576410200,15761949900,-22814460300
은행,1457791900,64068100,-1393723800
기타금융,937062200,1381855200,444793000
연기금 등,699702374800,726554412700,26852037900
기관합계,937405605200,1103060448100,165654842900
기타법인,14787123500,9359208000,-5427915500
개인,583570952000,222703064600,-360867887400
외국인,542493633681,744056672581,201563038900
기타외국인,1835123400,913044500,-922078900
전체,2080092437781,2080092437781,0
