Date,PCE
2020-01-01,14844.3
2020-02-01,14833.8
2020-03-01,13810.5
2020-04-01,12234.4
2020-05-01,13251.7
2020-06-01,14040.8
2020-07-01,14303.8
2020-08-01,14454.9
2020-09-01,14675.4
2020-10-01,14726.0
2020-11-01,14704.9
2020-12-01,14827.3
