날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,13240,13390,12240,12360,69380,-2.3696682464454977
2024-06-04,12080,12200,11540,11780,54410,-4.692556634304207
2024-06-05,11670,11780,10580,10950,65446,-7.045840407470289
2024-06-07,11070,11290,10700,10850,32836,-0.91324200913242
2024-06-10,10770,11150,10500,11090,33636,2.2119815668202767
2024-06-11,11480,13500,11430,11470,400017,3.4265103697024344
2024-06-12,11470,12880,11390,11860,85495,3.4001743679163035
2024-06-13,12840,12840,11750,11930,34570,0.5902192242833052
2024-06-14,11740,11800,11110,11250,29108,-5.699916177703269
2024-06-17,11390,11590,11010,11420,9093,1.511111111111111
2024-06-18,11410,11410,11050,11200,10257,-1.926444833625219
2024-06-19,11250,11550,11000,11200,16856,0.0
2024-06-20,11220,11460,11080,11160,19673,-0.35714285714285715
2024-06-21,11130,11360,10850,11350,10596,1.702508960573477
2024-06-24,11260,11300,11120,11120,7768,-2.026431718061674
2024-06-25,11050,11170,10880,11080,6432,-0.3597122302158274
2024-06-26,11000,11210,10800,10800,6087,-2.527075812274368
2024-06-27,10810,10950,10600,10720,4166,-0.7407407407407408
2024-06-28,10720,10840,10530,10660,6025,-0.5597014925373134
