날짜,시가총액,거래량,거래대금,상장주식수
2020-10-05,58105565000,5833,206538150,1646050
2020-10-06,58352472500,4874,172229650,1646050
2020-10-07,59093195000,4155,148780050,1646050
2020-10-08,57776355000,7144,253367250,1646050
2020-10-12,58187867500,3208,112956050,1646050
2020-10-13,59257800000,30728,1122758850,1646050
2020-10-14,57694052500,7116,251380750,1646050
2020-10-15,57611750000,9205,319992150,1646050
2020-10-16,58846287500,126632,4815195100,1646050
2020-10-19,56459515000,12807,444265300,1646050
2020-10-20,56130305000,5564,189415200,1646050
2020-10-21,56624120000,4378,150056850,1646050
2020-10-22,56459515000,2424,82861050,1646050
2020-10-23,55883397500,2222,75580200,1646050
2020-10-26,51521365000,9211,299253300,1646050
2020-10-27,51768272500,19439,631286200,1646050
2020-10-28,52508995000,2515,80179950,1646050
2020-10-29,52015180000,3570,112423000,1646050
2020-10-30,52179785000,5304,171317700,1646050
2020-11-02,53167415000,3186,101806150,1646050
2020-11-03,52755902500,3132,101369000,1646050
2020-11-04,52755902500,3168,101947950,1646050
2020-11-05,53908137500,3211,105060150,1646050
2020-11-06,53496625000,2548,83142850,1646050
2020-11-09,54155045000,5918,194299950,1646050
2020-11-10,53990440000,4210,138004950,1646050
2020-11-11,54319650000,5295,173393800,1646050
2020-11-12,55224977500,8018,269818400,1646050
2020-11-13,55965700000,3463,116799250,1646050
2020-11-16,56212607500,6421,218507600,1646050
2020-11-17,56953330000,9487,327867100,1646050
2020-11-18,56048002500,6904,236533150,1646050
2020-11-19,55965700000,7280,247988450,1646050
2020-11-20,54978070000,11981,400708850,1646050
2020-11-23,54072742500,6521,215679150,1646050
2020-11-24,55389582500,8475,284698350,1646050
2020-11-25,55965700000,24962,855580550,1646050
2020-11-26,57940960000,50864,1795801600,1646050
2020-11-27,61726875000,416705,17376055700,1646050
2020-11-30,61315362500,51856,1924624300,1646050
2020-12-01,58517077500,23893,865538950,1646050
2020-12-02,60327732500,13892,504934600,1646050
2020-12-03,62056085000,17999,667773600,1646050
2020-12-04,62138387500,16616,626709250,1646050
2020-12-07,62467597500,11980,455784700,1646050
2020-12-08,65512790000,52766,2097713900,1646050
2020-12-09,64854370000,23570,926197750,1646050
2020-12-10,62961412500,25894,1005856300,1646050
2020-12-11,63702135000,7725,300331650,1646050
2020-12-14,59504707500,26015,965296850,1646050
2020-12-15,59010892500,10963,398655150,1646050
2020-12-16,56624120000,140184,4188612550,1646050
2020-12-17,57200237500,31091,1077845000,1646050
2020-12-18,58434775000,64845,2287068750,1646050
2020-12-21,56130305000,48240,1633254200,1646050
2020-12-22,54072742500,21143,698404500,1646050
2020-12-23,56048002500,19768,666010300,1646050
2020-12-24,52673600000,27077,877191350,1646050
2020-12-28,50698340000,13854,431597650,1646050
2020-12-29,51439062500,8193,255134500,1646050
2020-12-30,51932877500,4606,144262300,1646050
