날짜,시가,고가,저가,종가,거래량,거래대금,상장시가총액,MA_20,RSI_14,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2021-07-23,4206.2,4220.52,4203.29,4218.9,627434829,4135743663143,221126867801798,4210.010499999999,56.77483175178174,4148.841345200051,4210.010499999999,4271.1796547999475,2.905890842787592,0.5726632567433135
2021-07-26,4235.04,4237.2,4196.02,4196.02,667159141,4144876624162,219933679731271,4208.6945,52.570730333321244,4147.510502264153,4208.6945,4269.878497735846,2.9075048205968286,0.39642308063360354
2021-07-27,4210.37,4225.45,4202.95,4207.2,842587547,4114829852161,220547527642681,4208.496,54.34955368901811,4147.319656075734,4208.496,4269.672343924266,2.9072782259631893,0.48940767037660277
2021-07-28,4200.16,4219.45,4168.01,4193.16,730499557,3528968508992,219867273291518,4206.489,51.72591196042889,4146.070263204696,4206.489,4266.907736795303,2.87264446883392,0.3896948140015086
2021-07-29,4207.84,4219.66,4201.83,4219.66,579015020,3157501097246,221305651468303,4205.7345000000005,56.03946340591238,4146.378751340412,4205.7345000000005,4265.090248659589,2.822610350681349,0.6173054027156127
2021-07-30,4229.87,4232.39,4183.86,4195.21,539457670,3731751894919,220025080105567,4203.5165,51.469733843125226,4146.100373250276,4203.5165,4260.932626749724,2.731814029978179,0.4276640512846886
2021-08-02,4196.55,4199.01,4151.14,4175.67,438967993,2372173721039,218982040430502,4200.532999999999,48.09436595749146,4143.844861876222,4200.532999999999,4257.221138123777,2.6990926210448634,0.2807036813794131
2021-08-03,4180.91,4180.91,4136.35,4158.7,498298758,2930651313612,218096848070116,4195.7935,45.31495532793445,4141.823093563317,4195.7935,4249.763906436682,2.5725959314576574,0.1563533383473988
2021-08-04,4167.26,4202.32,4155.28,4202.03,461284132,2634253442308,220386230125278,4194.414999999999,52.81336327323409,4142.603740413489,4194.414999999999,4246.2262595865095,2.4704879982791628,0.5734878871964669
2021-08-05,4207.7,4236.22,4203.1,4232.92,408188738,2664366430926,222084538836634,4197.570000000001,57.30768446187677,4144.465059364118,4197.570000000001,4250.674940635883,2.530270639245205,0.8328315555644723
2021-08-06,4234.62,4247.33,4224.79,4228.57,732841863,3665602846027,221856700310434,4202.709,56.49169283267058,4159.393601399267,4202.709,4246.024398600733,2.0613084846337353,0.7985197047172314
2021-08-09,4232.36,4370.85,4232.36,4284.83,560766485,7414855093510,260046330905923,4208.460499999999,63.69226702576825,4154.8314405364945,4208.460499999999,4262.089559463504,2.548630762413227,1.2120160297792573
2021-08-10,4314.96,4339.2,4179.01,4210.7,543990591,4996604876649,255562685465531,4208.695,51.579326918589196,4155.069836690784,4208.695,4262.320163309216,2.5483036099891336,0.5186945817622856
2021-08-11,4207.51,4257.04,4186.52,4191.78,441175256,5878285452893,276516608474293,4207.884499999999,49.017073637728096,4153.753598114476,4207.884499999999,4262.015401885523,2.5728321148322206,0.351244857936624
2021-08-12,4197.96,4215.43,4188.9,4193.92,385121503,3984036722623,276667263658145,4206.0565,49.32371341831687,4152.636669122879,4206.0565,4259.476330877121,2.540138530099206,0.3864045448972256
2021-08-13,4203.09,4208.15,4114.21,4195.71,464395021,5132240938720,276786884239887,4203.884,49.5967908848201,4152.531872722347,4203.884,4255.236127277653,2.443080126742478,0.42041225521384573
2021-08-17,4199.41,4215.43,4137.79,4202.64,457062209,5961386875591,277218325071910,4203.237,50.70431919776631,4152.165317396621,4203.237,4254.30868260338,2.4301119638687747,0.4941552738272202
2021-08-18,4205.41,4274.77,4176.74,4223.83,432134809,6107372842453,278985618071855,4204.9585,54.03052129715272,4153.548536656886,4204.9585,4256.368463343113,2.4452066931511123,0.6835393255782992
2021-08-19,4212.33,4264.99,4157.34,4189.3,445880483,5247319925672,276721745165767,4205.574,48.31010010491094,4155.2345592408865,4205.574,4255.913440759113,2.393939127411057,0.33835736199499505
2021-08-20,4218.33,4218.47,4081.66,4095.89,453435156,5058333689053,272516718080746,4200.832,36.92191446252231,4131.505524942195,4200.832,4270.158475057806,3.3006068825321035,-0.2568681366858633
2021-08-23,4128.88,4156.31,4083.63,4139.68,399650457,3593416347909,276728720520501,4196.871,43.630445862935005,4123.209443161031,4196.871,4270.532556838969,3.5103083625381317,0.11179886460297911
2021-08-24,4172.76,4185.2,4144.07,4172.19,406373415,4605870918281,278909817980633,4195.6795,48.04796298574322,4121.234676278396,4195.6795,4270.124323721604,3.548642060081273,0.3422355052660031
2021-08-25,4182.05,4187.53,4130.31,4162.07,419348960,3708237600072,278230480873637,4193.423000000001,46.81799259473938,4117.785443694017,4193.423000000001,4269.060556305984,3.6074374708195998,0.29274184987438157
2021-08-26,4184.83,4203.82,4158.49,4188.46,548212302,3798517544761,280015582155680,4193.188,50.38478716093829,4117.519436752501,4193.188,4268.856563247499,3.6091185631314002,0.4687584923177702
