Date,SMB
2022-07-01,0.0
2022-07-04,-0.018115753466141138
2022-07-05,0.005310829856196353
2022-07-06,0.006039719562654033
2022-07-07,-0.006236275031429317
2022-07-08,0.00241321937134531
2022-07-11,0.0018613087510318538
2022-07-12,-0.010094201126537694
2022-07-13,-0.00062570166067899
2022-07-14,0.006479253739331781
2022-07-15,-0.011092811615090792
2022-07-18,0.00014487864394885364
2022-07-19,0.013108153725349236
2022-07-20,-0.00010119907113192994
2022-07-21,-0.00731550132647385
2022-07-22,0.006255159579723335
2022-07-25,-0.004124666534965904
2022-07-26,1.9944760140777618e-05
2022-07-27,0.0054646982759665175
2022-07-28,-0.004800953318408352
2022-07-29,0.004725432646495831
2022-08-01,0.006912108079809021
2022-08-02,0.00019214897827446453
2022-08-03,-0.003337099696112178
2022-08-04,-0.005184854022817875
2022-08-05,-0.0010471882460620918
2022-08-08,0.0035379595860672852
2022-08-09,-0.00432546937763445
2022-08-10,0.010824778101402699
2022-08-11,-0.005178906240344672
2022-08-12,0.005237914941949917
2022-08-16,-0.005015022830002214
2022-08-17,-0.0021785545779060556
2022-08-18,0.0037978740103780106
2022-08-19,0.0019383004324570186
2022-08-22,-0.0034514401793795946
2022-08-23,0.00876942707614381
2022-08-24,0.004701848976033096
2022-08-25,-0.0016493315835623967
2022-08-26,0.0034553924794722413
2022-08-29,0.0027161206313846
2022-08-30,-0.0015604900498238372
2022-08-31,-0.005159415256084099
2022-09-01,0.0028512206680967322
2022-09-02,0.000978551828103691
2022-09-05,-0.00392445398709329
2022-09-06,0.010319631970038712
2022-09-07,-0.0025920488903898864
2022-09-08,0.0015308324089797765
2022-09-13,-0.012353362929726552
2022-09-14,0.007976147076459328
2022-09-15,0.008944627405285566
2022-09-16,-0.005465503191383392
2022-09-19,-0.010026106475072183
2022-09-20,0.006579472575673373
2022-09-21,0.006443419318496457
2022-09-22,0.005281265617772979
2022-09-23,-0.007574588530391724
2022-09-26,-0.024069413046866828
2022-09-27,-0.0029178008464498806
2022-09-28,-0.004882781054166951
2022-09-29,-0.002450633583887085
2022-09-30,0.001987251426996628
