Date,SMB
2022-04-01,0.0
2022-04-04,0.006731559202405979
2022-04-05,0.0014449730879044775
2022-04-06,0.006503624356745119
2022-04-07,0.0019403181755910381
2022-04-08,-0.002414202413537958
2022-04-11,0.004862478053691999
2022-04-12,0.0045943239431861516
2022-04-13,-0.009236526291969804
2022-04-14,0.011805504009506529
2022-04-15,0.014679743975796078
2022-04-18,0.005574424807247347
2022-04-19,-0.0005052963518605846
2022-04-20,0.009759393079308731
2022-04-21,-0.003469759005561013
2022-04-22,0.009539385687572954
2022-04-25,0.0023288108205765656
2022-04-26,0.001122886771232956
2022-04-27,-0.0003347092098623383
2022-04-28,-0.008382946129213753
2022-04-29,-0.0035210492336168464
2022-05-02,0.009253336437534343
2022-05-03,0.00458306783831719
2022-05-04,-0.006290282067686781
2022-05-06,0.006535934036760449
2022-05-09,-0.014677393771078684
2022-05-10,-0.0028000620387473862
2022-05-11,-0.0010215942511382359
2022-05-12,-0.007655124041590411
2022-05-13,-0.009165807097846868
2022-05-16,0.013509758771926283
2022-05-17,-0.00680263475386278
2022-05-18,-0.0074880320535544165
2022-05-19,-0.001541540938839514
2022-05-20,-0.01123299221063423
2022-05-23,-0.007980557486830908
2022-05-24,0.0014605522426803796
2022-05-25,0.00041020339085728885
2022-05-26,0.0028940786706541655
2022-05-27,-0.0024942075326053192
2022-05-30,-0.0013710917074336582
2022-05-31,-0.0022727136332740816
2022-06-02,0.01015316922183096
2022-06-03,-0.0021285288785901635
2022-06-07,0.008415771198958422
2022-06-08,-0.001604916300221193
2022-06-09,-0.008017118987799443
2022-06-10,0.0049453116128211905
2022-06-13,-0.004837671999275095
2022-06-14,-0.011927714167380032
2022-06-15,-0.012555829809865249
2022-06-16,0.001287533087828141
2022-06-17,-0.0006864972219179366
2022-06-20,-0.02112026435170178
2022-06-21,0.007997023508709677
2022-06-22,-0.014198865774710745
2022-06-23,-0.03636403604107341
2022-06-24,0.019315093415528173
2022-06-27,0.019148004415954212
2022-06-28,0.000631623983757823
2022-06-29,0.02216549711600657
2022-06-30,0.005192760334874369
