날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,21550,21900,20450,20950,1775954,0.23923444976076555
2024-01-03,20600,20900,20150,20700,1280969,-1.1933174224343674
2024-01-04,21950,22000,20400,20850,3590903,0.7246376811594203
2024-01-05,20500,20750,20000,20300,973950,-2.6378896882494005
2024-01-08,20100,20650,19500,20550,1404451,1.2315270935960592
2024-01-09,20300,22600,19880,22550,3623677,9.732360097323602
2024-01-10,22100,22500,20300,20900,3053365,-7.317073170731707
2024-01-11,20900,21100,20350,20500,1074121,-1.9138755980861244
2024-01-12,20200,21000,19770,20500,1338841,0.0
2024-01-15,20150,20500,19910,20000,689245,-2.4390243902439024
2024-01-16,19880,20550,19470,20050,752269,0.25
2024-01-17,19830,20400,19470,20100,934512,0.24937655860349126
2024-01-18,19850,20300,19740,20100,519626,0.0
2024-01-19,20150,20750,19910,20100,713680,0.0
2024-01-22,20300,21200,20150,20800,1451106,3.482587064676617
2024-01-23,21300,22450,20400,20800,2852308,0.0
2024-01-24,20900,21100,19960,20400,855767,-1.9230769230769231
2024-01-25,20300,20300,19680,20000,709647,-1.9607843137254901
2024-01-26,19800,20450,19680,20250,457003,1.25
2024-01-29,20050,20300,19390,20250,700377,0.0
2024-01-30,20100,20400,19930,20000,413955,-1.2345679012345678
2024-01-31,20000,20800,19940,20050,551045,0.25
