rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 7 기 3분기말,7443131873072,제 6 기말,7016268809820,7,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 7 기 3분기말,5411429158910,제 6 기말,4987269549535,8,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_CurrentDerivativeAsset,유동파생상품자산,-,제 7 기 3분기말,2881495716,제 6 기말,3620493189,9,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 7 기 3분기말,642850142320,제 6 기말,558231008377,10,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 7 기 3분기말,1875972394091,제 6 기말,1507391138497,11,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,단기투자증권,-,제 7 기 3분기말,775930000,제 6 기말,1144725000,12,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 7 기 3분기말,184262926227,제 6 기말,150054849313,13,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 7 기 3분기말,2704686270556,제 6 기말,2766827335159,14,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_ShortTermAdvancePayments,선급금,-,제 7 기 3분기말,207341830604,제 6 기말,222074844701,15,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_ShortTermDueFromCustomersForContractWork,미청구공사,-,제 7 기 3분기말,1308326176524,제 6 기말,982293721773,16,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_ShortTermPrepaidExpenses,선급비용,-,제 7 기 3분기말,265261842488,제 6 기말,286200532363,17,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_ShortTermTradeReceivable,매출채권,-,제 7 기 3분기말,558742866602,제 6 기말,670988111500,18,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_OtherCurrentReceivables,기타수취채권(유동),-,제 7 기 3분기말,365013554338,제 6 기말,605270124822,19,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 7 기 3분기말,2031702714162,제 6 기말,2028999260285,20,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,기타투자자산,-,제 7 기 3분기말,6491101519,제 6 기말,14888047365,21,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 7 기 3분기말,30952620000,제 6 기말,0,22,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타수취채권,-,제 7 기 3분기말,662968286800,제 6 기말,677543057156,23,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 7 기 3분기말,199153659533,제 6 기말,210344704047,24,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 7 기 3분기말,11930208607,제 6 기말,11372816962,25,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업및공동기업투자,-,제 7 기 3분기말,72554694372,제 6 기말,71218434251,26,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 7 기 3분기말,400580849161,제 6 기말,359822175191,27,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,기타비유동자산,-,제 7 기 3분기말,3426216,제 6 기말,1615491907,28,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,장기투자증권,-,제 7 기 3분기말,116482691397,제 6 기말,115598530325,29,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 7 기 3분기말,456935565828,제 6 기말,484060733982,30,KRW,제 5 기,441058000000,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 7 기 3분기말,73649610729,제 6 기말,82535269099,31,KRW,제 5 기,93159000000,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 7 기 3분기말,3075578726049,제 6 기말,3008017194695,33,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 7 기 3분기말,3075578726049,제 6 기말,3008017194695,34,KRW,,,,,,,연결
20241114003033,11014,2024,01310269,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 7 기 3분기말,1605799957165,제 6 기말,1603115634728,35,KRW,,,,,,,연결
