rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 24 기 3분기말,408360618213,제 23 기말,434900095454,7,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 24 기 3분기말,277556476314,제 23 기말,304508552140,8,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 24 기 3분기말,92262828918,제 23 기말,84110703953,9,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_Inventories,유동재고자산,-,제 24 기 3분기말,21463821952,제 23 기말,24454052459,10,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 24 기 3분기말,22799161829,제 23 기말,25925521389,11,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 24 기 3분기말,2500000000,제 23 기말,9531600000,12,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 24 기 3분기말,138530663615,제 23 기말,160486674339,13,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 24 기 3분기말,130804141899,제 23 기말,130391543314,14,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,기타채권,-,제 24 기 3분기말,16964689405,제 23 기말,7831451855,15,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,-표준계정코드 미사용-,관계기업투자,-,제 24 기 3분기말,8482952381,제 23 기말,8640175469,16,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,-표준계정코드 미사용-,순확정급여자산,-,제 24 기 3분기말,5308955675,제 23 기말,14044310006,17,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 24 기 3분기말,8928293362,제 23 기말,8795660429,18,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 24 기 3분기말,10637821362,제 23 기말,5247540538,19,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 24 기 3분기말,1715346464,제 23 기말,1726755182,20,KRW,,,,,연결
20241114001426,11014,2024,00372882,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 24 기 3분기말,2877119752,제 23 기말,2531418150,21,KRW,,,,,연결
