Date,CHNCPIALLMINMEI
2020-01-01,112.8
2020-02-01,113.7
2020-03-01,112.3
2020-04-01,111.3
2020-05-01,110.4
2020-06-01,110.4
2020-07-01,110.0
2020-08-01,111.5
2020-09-01,111.7
2020-10-01,111.4
2020-11-01,110.7
2020-12-01,111.5
