rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 72 기 반기말,9391516000000,제 71 기말,9110359000000,7,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 72 기 반기말,6132394000000,제 71 기말,2371454000000,8,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_CurrentDerivativeAsset,파생금융자산,-,제 72 기 반기말,2686000000,제 71 기말,422000000,9,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 72 기 반기말,382250000000,제 71 기말,337251000000,10,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentFinanceLeaseReceivables,유동성금융리스채권,-,제 72 기 반기말,249034000000,제 71 기말,236036000000,11,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentTradeReceivables,매출채권,-,제 72 기 반기말,480824000000,제 71 기말,551922000000,12,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 72 기 반기말,482670000000,제 71 기말,586005000000,13,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정비유동자산,-,제 72 기 반기말,4017885000000,제 71 기말,167579000000,14,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 72 기 반기말,31011000000,제 71 기말,118587000000,15,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 72 기 반기말,33509000000,제 71 기말,22024000000,16,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 72 기 반기말,452525000000,제 71 기말,351628000000,17,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 72 기 반기말,3259122000000,제 71 기말,6738905000000,18,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,장기금융상품,-,제 72 기 반기말,47000000,제 71 기말,50000000,19,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 72 기 반기말,103176000000,제 71 기말,113123000000,20,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_IntangibleAssetsAndGoodwill,영업권및무형자산,-,제 72 기 반기말,634432000000,제 71 기말,869639000000,21,KRW,제 70 기,824992000000,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업투자,-,제 72 기 반기말,181029000000,제 71 기말,160024000000,22,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 72 기 반기말,119628000000,제 71 기말,121625000000,23,KRW,제 70 기,128588000000,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentDerivativeFinancialAssets,파생금융자산,-,제 72 기 반기말,0,제 71 기말,25000000,24,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentFinanceLeaseReceivables,금융리스채권,-,제 72 기 반기말,562716000000,제 71 기말,548088000000,25,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentTradeReceivables,장기매출채권,-,제 72 기 반기말,2381000000,제 71 기말,2381000000,26,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherFinancialAssets,기타금융자산,-,제 72 기 반기말,40896000000,제 71 기말,48219000000,27,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 72 기 반기말,30335000000,제 71 기말,79184000000,28,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,장기투자증권,-,제 72 기 반기말,325899000000,제 71 기말,309048000000,29,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 72 기 반기말,1141908000000,제 71 기말,3796934000000,30,KRW,제 70 기,3666121000000,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 72 기 반기말,116675000000,제 71 기말,690565000000,31,KRW,제 70 기,997343000000,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 72 기 반기말,2150129000000,제 71 기말,2155841000000,33,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업소유주지분,-,제 72 기 반기말,2149989000000,제 71 기말,2128179000000,34,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,연결기타자본구성요소,-,제 72 기 반기말,59262000000,제 71 기말,39608000000,35,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_AdditionalPaidinCapital,연결기타불입자본,-,제 72 기 반기말,675955000000,제 71 기말,581629000000,36,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 72 기 반기말,648654000000,제 71 기말,648654000000,37,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_IssuedCapitalOfCommonStock,보통주자본금,-,제 72 기 반기말,620469000000,제 71 기말,620469000000,38,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_IssuedCapitalOfPreferredStock,우선주자본금,-,제 72 기 반기말,28185000000,제 71 기말,28185000000,39,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_RetainedEarnings,연결이익잉여금,-,제 72 기 반기말,766118000000,제 71 기말,858288000000,40,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 72 기 반기말,140000000,제 71 기말,27662000000,41,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_EquityAndLiabilities,부채와자본총계,-,제 72 기 반기말,9391516000000,제 71 기말,9110359000000,42,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 72 기 반기말,5996419000000,제 71 기말,3908393000000,44,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_CurrentDerivativeLiabilities,파생금융부채,-,제 72 기 반기말,172000000,제 71 기말,3370000000,45,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_ShortTermTradePayables,매입채무,-,제 72 기 반기말,944998000000,제 71 기말,891273000000,46,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,-표준계정코드 미사용-,단기차입금,-,제 72 기 반기말,923841000000,제 71 기말,746507000000,47,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,-표준계정코드 미사용-,유동성장기부채,-,제 72 기 반기말,600029000000,제 71 기말,1470690000000,48,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동성리스부채,-,제 72 기 반기말,42837000000,제 71 기말,275390000000,49,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentProvisions,유동충당부채,-,제 72 기 반기말,10294000000,제 71 기말,8803000000,50,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 72 기 반기말,10457000000,제 71 기말,9344000000,51,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_LiabilitiesIncludedInDisposalGroupsClassifiedAsHeldForSale,매각예정부채,-,제 72 기 반기말,3141960000000,제 71 기말,29801000000,52,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 72 기 반기말,148282000000,제 71 기말,264361000000,53,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 72 기 반기말,173549000000,제 71 기말,208854000000,54,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 72 기 반기말,7241387000000,제 71 기말,6954518000000,55,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 72 기 반기말,1244968000000,제 71 기말,3046125000000,56,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,dart_NonCurrentDerivativeLiabilities,파생금융부채,-,제 72 기 반기말,0,제 71 기말,300000000,57,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 72 기 반기말,82667000000,제 71 기말,80725000000,58,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_LongtermBorrowings,차입금및사채,-,제 72 기 반기말,980297000000,제 71 기말,2252594000000,59,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentLeaseLiabilities,리스부채,-,제 72 기 반기말,133116000000,제 71 기말,417414000000,60,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentProvisions,충당부채,-,제 72 기 반기말,7265000000,제 71 기말,4744000000,61,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_NoncurrentRecognisedLiabilitiesDefinedBenefitPlan,순확정급여부채,-,제 72 기 반기말,26342000000,제 71 기말,20936000000,62,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherNoncurrentLiabilities,기타비유동부채,-,제 72 기 반기말,6200000000,제 71 기말,29052000000,63,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,BS,재무상태표,ifrs-full_OtherNonfinancialLiabilities,기타금융부채,-,제 72 기 반기말,9081000000,제 71 기말,240360000000,64,KRW,,,,,,,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익,-,제 72 기 반기,29082000000,,,6,KRW,,,48613000000,제 71 기 반기,25344000000,41327000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,dart_OtherGains,기타영업외수익,-,제 72 기 반기,21583000000,,,7,KRW,,,23323000000,제 71 기 반기,1695000000,8018000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,dart_OtherLosses,기타영업외비용,-,제 72 기 반기,4674000000,,,8,KRW,,,7267000000,제 71 기 반기,1854000000,6505000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 72 기 반기,184758000000,,,9,KRW,,,374205000000,제 71 기 반기,184482000000,369668000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncome,반기연결총포괄이익,-,제 72 기 반기,26638000000,,,10,KRW,,,44345000000,제 71 기 반기,3579000000,15417000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 72 기 반기,-452000000,,,12,KRW,,,-1063000000,제 71 기 반기,2290000000,3516000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업소유주지분,-,제 72 기 반기,27090000000,,,13,KRW,,,45408000000,제 71 기 반기,1289000000,11901000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 72 기 반기,1476133000000,,,14,KRW,,,3342731000000,제 71 기 반기,1470356000000,3222012000000,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,-표준계정코드 미사용-,보통주 기본주당계속영업손익,-,제 72 기 반기,95,,,16,KRW,,,86,제 71 기 반기,-20,-21,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,-표준계정코드 미사용-,보통주 희석주당계속영업손익,-,제 72 기 반기,95,,,17,KRW,,,86,제 71 기 반기,-20,-21,연결
20240814003426,11012,2024,00131780,CIS,포괄손익계산서,ifrs-full_BasicEarningsLossPerShare,보통주 기본주당이익,-,제 72 기 반기,107,,,18,KRW,,,145,제 71 기 반기,37,53,연결
