날짜,시가,고가,저가,종가,거래량,등락률
2020-12-01,2880,2885,2835,2855,28407,0.17543859649122806
2020-12-02,2880,2970,2840,2885,61692,1.0507880910683012
2020-12-03,2885,2900,2855,2880,30288,-0.17331022530329288
2020-12-04,2880,2880,2805,2840,71362,-1.3888888888888888
2020-12-07,2840,2860,2795,2805,37796,-1.232394366197183
2020-12-08,2805,2815,2755,2775,28908,-1.06951871657754
2020-12-09,2775,2830,2775,2820,24918,1.6216216216216217
2020-12-10,2830,2950,2780,2950,97302,4.609929078014184
2020-12-11,2945,2965,2890,2950,76374,0.0
2020-12-14,2935,2935,2880,2895,24953,-1.864406779661017
2020-12-15,2875,2895,2830,2885,56298,-0.3454231433506045
2020-12-16,2990,3680,2915,3170,4568161,9.878682842287695
2020-12-17,3175,3210,3100,3150,383462,-0.6309148264984227
2020-12-18,3140,3170,3085,3115,183202,-1.1111111111111112
2020-12-21,3115,3140,3005,3005,200386,-3.5313001605136436
2020-12-22,3010,3035,2920,2960,181514,-1.497504159733777
2020-12-23,2935,2960,2820,2820,211350,-4.72972972972973
2020-12-24,2850,2915,2825,2855,147545,1.2411347517730498
2020-12-28,2855,2885,2820,2850,99203,-0.17513134851138354
2020-12-29,2835,2905,2825,2905,98072,1.9298245614035088
2020-12-30,2915,2975,2890,2945,68800,1.376936316695353
