날짜,시가,고가,저가,종가,거래량,등락률
2024-05-02,3645,3645,3610,3625,221230,-0.5486968449931412
2024-05-03,3635,3640,3610,3610,39365,-0.41379310344827586
2024-05-07,3615,3645,3580,3595,649166,-0.41551246537396125
2024-05-08,3595,3630,3590,3620,155050,0.6954102920723227
2024-05-09,3625,3640,3595,3610,149561,-0.2762430939226519
2024-05-10,3620,3765,3620,3735,315039,3.4626038781163437
2024-05-13,3730,3735,3690,3700,159455,-0.9370816599732262
2024-05-14,3700,3730,3645,3700,188409,0.0
2024-05-16,3710,3735,3685,3715,92449,0.40540540540540543
2024-05-17,3710,3710,3670,3700,136701,-0.4037685060565276
2024-05-20,3695,3705,3675,3700,130978,0.0
2024-05-21,3700,3700,3655,3675,178717,-0.6756756756756757
2024-05-22,3675,3680,3600,3660,197406,-0.40816326530612246
2024-05-23,3665,3665,3640,3650,94030,-0.273224043715847
2024-05-24,3650,3650,3605,3620,131332,-0.821917808219178
2024-05-27,3620,3635,3590,3605,188474,-0.4143646408839779
2024-05-28,3605,3630,3575,3590,203862,-0.4160887656033287
2024-05-29,3595,3595,3550,3565,301790,-0.6963788300835655
2024-05-30,3565,3575,3530,3535,301730,-0.8415147265077139
2024-05-31,3535,3595,3535,3555,138696,0.5657708628005658
