news_title,news_category,news_date
수출·경상수지 회복세지만…3%대 물가·총선 청구서 등 과제 산더미,경제·금융정책,2024.03.31
삼성전자 작년 주주환원율 77.6%…MS·메타 앞질렀다,산업산업일반,2024.03.31
美 지난해 4분기 GDP 3.4% 성장…잠정치서 0.2%P 상향,국제경제·마켓,2024.03.28
[관점] ‘넷제로’ 후퇴 속 높아지는 탄소 장벽…‘에너지믹스 전략’ 다듬어야,국제국제일반,2024.03.27
고물가에 실물경기는 냉랭…소비 심리는 더 얼어,경제·금융경제동향,2024.03.27
물가 불안한데 소비심리 둔화…스태그플레이션 우려도,경제·금융경제동향,2024.03.26
"슈퍼키친, 부산지역 첫 가맹점 오픈하며 전국매장 진출 본격화",사회사회이슈,2024.03.25
"무심코 버린 세탁 비닐, 매년 6억장 쌓인다고?",사회사회일반,2024.03.21
유럽 증시 꿈틀…‘명품·자동차’ 황금기 다시 올까,국제경제·마켓,2024.03.21
르노 '부산공장' 미래車 전진기지로…전동화 생산라인에 1.5조 쏜다 [biz-플러스],산업기업,2024.03.19
"글로벌 허브로 한국 낙점한 르노…""프리미엄 전기차 ‘폴스타 4’도 양산""",산업기업,2024.03.18
"모나리자, 대규모 설비 투자로 중장기 성장동력 강화 전망",사회사회이슈,2024.03.18
韓-OECD 디지털금융 라운드테이블 개최…가상자산·AI 논의,경제·금융경제·금융일반,2024.03.18
[이번주 증시 전망] FOMC부터 주총까지…코스피 2700 재탈환 주목,증권국내증시,2024.03.18
美 물가에 울고 웃은 韓 증시…코스피 2700 회복 가능할까[다음주 증시 전망],증권국내증시,2024.03.16
"인도, 5억불 투자하면 전기차 세금 인하…테슬라 러브콜 통했다",국제경제·마켓,2024.03.16
미 금리인하 시기 늦춰지나… 각종 지표에 '신중론'에 힘실려,국제국제일반,2024.03.15
디지털서비스법(DSA)·AI법(AI Act)…온라인 플랫폼에 칼 빼든 EU,산업IT,2024.03.15
"정부, 3달 연속 ‘소비 둔화·건설투자 부진’ 언급…수출·고용은 호조세",경제·금융경제·금융일반,2024.03.15
"‘인플레이션 과소 평가했나’ 엔비디아도, 비트코인도 털썩…다우존스 0.35%↓[데일리국제금융시장]",국제경제·마켓,2024.03.15
美 1월 생산자물가지수 0.6%↑…예상치 웃돌아,국제국제일반,2024.03.14
"""새것으로"" 中 2027년까지 설비 투자 25%↑…경제회복 본격 지원",국제경제·마켓,2024.03.14
"위기의 전기차…피스커, 재무악화에 파산 절차",국제경제·마켓,2024.03.14
"코스피, 사흘째 오름세 2700 재돌파[오전 시황]",증권국내증시,2024.03.14
"""韓 콘텐츠 지속 투자"" 디즈니+, 2024년 꽉 채운 라인업(종합) [SE★현장]",서경스타TV·방송,2024.03.12
"뉴욕증시 상승세, '빅테크' 중심에서 폭넓게 확산… 중소형·경기민감주도 눈길",국제국제일반,2024.03.12
"[해외칼럼]재주 넘는 바이든, 돈 챙기는 트럼프",오피니언사외칼럼,2024.03.12
"KDI ""반도체 주도 경기부진 완화에도 ‘소비·투자’는 부진”…물가도 불안",경제·금융경제분석,2024.03.10
"尹 ""아시아나 합병해도 마일리지·요금 피해없어…LCC 육성해 독과점 방지""",정치정치일반,2024.03.07
習 '고품질 성장' 강조에도…'서프라이즈 부양책'은 없었다,국제경제·마켓,2024.03.05
경기 연착륙 사활 건 中…'바오우' 마지노선 그었다,국제경제·마켓,2024.03.05
[주식 초고수는 지금]“빠질만큼 빠졌나”…NAVER 순매수 1위,증권국내증시,2024.02.29
삼정KPMG “건강한 주류 트렌드 확산…제품군 확장하고 수출판로 넓혀야”,증권국내증시,2024.02.29
PCE 발표 하루 앞두고 AI 종목도 ‘잠잠’…다우존스 0.06%↓[데일리국제금융시장],국제경제·마켓,2024.02.29
"""美 내년 스태그플레이션 가능성…6월께 금리인하""",사회피플,2024.02.28
"손성원 교수 “올해 美 경제도, 증시도, 골디락스될 것…금리 인하 6월”",사회피플,2024.02.28
[투자의 창] 인플레이션 경계에 대한 판단과 전망,증권국내증시,2024.02.26
"""엔비디아 독과점 지속돼…공정위, 감시 강화해야""",경제·금융경제·금융일반,2024.02.26
[청론직설] “정권따라 자원정책 오락가락…장기 계획·실행 책임질 독립기구 필요”,오피니언사내칼럼,2024.02.26
'테슬라 대항마'로 주목 받았던 美 전기차 스타트업들 '한파',국제국제일반,2024.02.26
"정부, CPTPP 가입 본격 ‘시동’…新통상전략에 담는다",경제·금융경제동향,2024.02.26
"한은, 올해 성장률 2.1%·전망 유지… 근원물가상승률은 2.2%로 하향",경제·금융경제동향,2024.02.22
美 연초 물가쇼크에…시장선 “연준 다음 행보 금리인하 아닐 수도”,국제경제·마켓,2024.02.21
리창 “빠른 결과” 주문에 지자체들 일제히 경제 촉진책 제시,국제정치·사회,2024.02.19
"美, 1월 도매물가도 예상 밖 상승…인플레 우려 더 커지나",국제경제·마켓,2024.02.16
정부 “소비둔화·건설투자 부진 가시화”…수출·제조업 생산은 회복세,경제·금융경제·금융일반,2024.02.16
"英, 작년 4분기도 역성장…""기술적 침체 진입""",국제경제·마켓,2024.02.15
"길어지는 美 인플레 싸움…""하반기에나 금리인하""",국제경제·마켓,2024.02.14
"“재고관리에서 빠른 배송까지” 이커머스 사로잡은 CJ대한통운, 고객사 4배 ‘껑충’",사회사회이슈,2024.02.13
고점 우려와 FOMO 뒤섞여 혼조세 마감…다우 0.33%↑ [데일리국제금융시장],증권해외증시,2024.02.13
[이번주 증시 전망] 저PBR 테마 지속…美 경제지표 발표 주목,증권정책,2024.02.13
말레이 공장 찾은 이재용 “어려워도 담대하게 투자”,산업기업,2024.02.12
"건설공사비 3년간 26% 상승…정부, 공공민간 공사 적정비 해법 찾는다",부동산정책·제도,2024.02.12
[다음주 증시 전망] 당분간 저PBR주 강세…美 CPI 주목,증권정책,2024.02.10
"‘아시아 유일 약세장’ 중국증시, 시총 7조弗 증발 속 추락 어디까지",국제국제일반,2024.02.09
경제 고성장인데 인플레 둔화세 어떻게…美물가 안정 ‘미스테리’,국제경제·마켓,2024.02.09
대기업 금융사 핀테크 투자 가능해진다,경제·금융경제·금융일반,2024.02.08
알리·에어비엔비도 '국내 고객센터' 생긴다…대리인 지정 의무화,경제·금융경제·금융일반,2024.02.08
핵심은 결국 낸드…“올해 매출 32% 확대”[biz-FOCUS],산업IT,2024.02.05
"애플, 中서 뚝 떨어진 매출로 ‘발목’…반전 카드는?",국제경제·마켓,2024.02.03
"최상목 ""91개 부담금 전수조사 정비기준 마련…3월중 발표""",경제·금융정책,2024.02.02
[투자의 창] 인플레 완화 기조에 따른 올 증시의 향방,증권국내증시,2024.01.31
“2% 물가 목표 도달” vs “금리 내리기엔 고성장”,국제경제·마켓,2024.01.29
플랫폼 법 늦어지면 '역사적 죄인' 된다는 공정위…이유는 [뒷북경제],경제·금융경제동향,2024.01.27
"LG에너지솔루션 ""올 2분기부터 매출 회복, 투자 확대 지속""",산업기업,2024.01.26
LG엔솔 지난해 영업익 2.1조 역대 최대…전기차 수요 부진에 성장폭은 둔화,산업산업일반,2024.01.26
"“4분기 GDP, 연준이 바라던 지표”…S&P500 0.53%↑[데일리국제금융시장]",국제경제·마켓,2024.01.26
남인봉 아이마켓코리아 대표 “美 반도체·전기차 허브 텍사스에 공유형 산단 조성” [줌업CEO],산업기업,2024.01.25
내수 꺾이고 건설 부진…올 성장도 '안갯속',경제·금융경제·금융일반,2024.01.25
"[기고] 플랫폼공정경쟁촉진법, 세 가지 인식의 오류",산업기업,2024.01.24
'D램 수요의 40%' 서버용 반도체도 살아난다,경제·금융경제동향,2024.01.23
"아임에코 생수, “매월 수질, 미세플라스틱 검사로 안전”",사회사회이슈,2024.01.23
[만파식적] 그린래시,국제국제일반,2024.01.22
"파나소닉, 美배터리 3공장 건설 또 연기…""기존공장서 생산성 확충할 것""",국제기업,2024.01.22
"""매일 2시간 마다 검사""…제주한라수, 엄격한 기준으로 수질 관리",산업생활,2024.01.22
"""27만 임직원 바짝 엎드렸다""… 삼성 미래 바꿀 운명의 일주일 [줌컴퍼니]",산업기업,2024.01.20
레거시 키우고 첨단반도체 생산…고품질 화웨이폰에 애플도 백기,산업기업,2024.01.19
"""올해 車업계 수익성 둔화…전기차 가격 경쟁 본격화""",산업기업,2024.01.18
"中, 소매 둔화·CPI 3개월째 마이너스…""올 성장률 4%대 그칠것""",국제경제·마켓,2024.01.17
"尹 ""금융권 초과이익 독과점 울타리 경쟁부재 문제…정부, 공정 경쟁 체계 조성""",정치정치일반,2024.01.17
'이천 쌀집' SK하이닉스 1년 농사 계획 엿보기 [강해령의 하이엔드 테크],산업기업,2024.01.15
"정명근 화성시장, 美 'CES 2024' 찾아 '20조 투자 유치' 잰걸음",사회전국,2024.01.13
"노리스페이스, CES 2024 참가… 자동화ㆍ인적 관리 솔루션 ‘WorKit(워크잇)’ 선봬",사회사회이슈,2024.01.12
"정부 ""수출 중심 경기회복 조짐 확대…소비는 둔화""",경제·금융경제·금융일반,2024.01.12
'유사 다단계로 1조 수수'…휴스템코리아 대표 구속기소,사회사회일반,2024.01.10
"무림, 제지부문 첫 3년 연속 ‘대한민국 퍼스트브랜드 대상’ 1위 수성",산업기업,2024.01.10
12월 CPI 발표 기다리는 증시 ‘혼조세’ …다우 0.42%↓[데일리국제금융시장],국제국제일반,2024.01.10
"쿠팡PB 공급 후 제품 신뢰도 높아져…""매출·거래처 확 늘었죠""",산업생활,2024.01.09
올해 글로벌 전기차 시장 27% 성장할 듯… 보조금 축소에 작년보다 둔화,국제국제일반,2024.01.09
아일랜드 '법인세 혁명'…성공 비밀은 EU·법인세·젊은 피,경제·금융경제·금융일반,2024.01.09
[해외 칼럼]화석 연료와 헤어질 결심,오피니언사외칼럼,2024.01.09
"한컴, 포티투마루 지분 투자…“오피스 사업 AI로 재탄생”",산업IT,2024.01.08
[이번주 추천주] 올 반도체·광고시장 회복…삼성전자·네이버 '주목',증권국내증시,2024.01.07
"삼성디스플레이, 차세대 폴더블·XR 디스플레이 패널 공개 [CES 2024]",산업기업,2024.01.07
갈 데까지 간 위스키 경쟁…‘인도 위스키’까지 출시됐다[똑똑!스마슈머],산업생활,2024.01.06
CES에서 빛나는 경북산 첨단기술…미드바르 ‘최고혁신상’ 영예,사회전국,2024.01.05
서버·PC D램 가격도 상승세…전망치 한 달 새 9~10% 껑충,산업기업,2024.01.04
"'못난이 농산물' 어글리어스, 매출 100억 돌파",산업기업,2024.01.03
"[신년사] 박순호 세정그룹 회장 ""올해 100년 도약 원년…성장경영 주력""",산업산업일반,2024.01.02
"강석훈 산은 회장 ""2024년 전대미문 초불확실성 시대""",경제·금융금융정책,2024.01.02
