날짜,시가,고가,저가,종가,거래량,등락률
2020-09-01,5215,5335,5215,5301,434175,0.9714285714285713
2020-09-02,5343,5377,5241,5378,488966,1.452556121486512
2020-09-03,5403,5403,5266,5309,518162,-1.2830048345109706
2020-09-04,5147,5275,5130,5207,653381,-1.9212657750988886
2020-09-07,5241,5556,5190,5326,931793,2.285385058574995
2020-09-08,5343,5394,5156,5190,809545,-2.5535110777318812
2020-09-09,5156,5241,5139,5224,415086,0.6551059730250481
2020-09-10,5232,5266,5147,5165,581626,-1.1294027565084226
2020-09-11,5147,5164,5062,5148,445664,-0.3291384317521781
2020-09-14,5147,5198,5122,5148,307788,0.0
2020-09-15,5147,5207,5105,5190,305135,0.8158508158508158
2020-09-16,5156,5258,5139,5207,359603,0.32755298651252407
2020-09-17,5207,5275,5164,5275,448168,1.3059343191857113
2020-09-18,5292,5377,5241,5284,697830,0.17061611374407584
2020-09-21,5249,5317,5181,5207,413120,-1.457229371688115
2020-09-22,5147,5207,5071,5080,496256,-2.4390243902439024
2020-09-23,5105,5530,5045,5182,988416,2.0078740157480315
2020-09-24,5096,5343,5096,5173,1023719,-0.17367811655731377
2020-09-25,5232,5403,5207,5403,1038159,4.446162768219602
2020-09-28,5420,5513,5249,5335,941372,-1.2585600592263557
2020-09-29,5437,5437,5275,5395,695472,1.1246485473289598
