Date,PCE
2022-01-01,17017.8
2022-02-01,17136.1
2022-03-01,17371.4
2022-04-01,17493.8
2022-05-01,17569.9
2022-06-01,17747.6
2022-07-01,17744.0
2022-08-01,17897.5
2022-09-01,17987.2
2022-10-01,18096.2
2022-11-01,18094.0
2022-12-01,18134.6
