날짜,시가,고가,저가,종가,거래량,등락률
2024-02-01,11050,11110,10710,10820,135772,-2.0814479638009047
2024-02-02,10820,11220,10690,11070,103164,2.310536044362292
2024-02-05,11010,11460,11010,11440,132725,3.342366757000903
2024-02-06,11440,11440,11100,11180,100611,-2.272727272727273
2024-02-07,11420,11690,11310,11420,139309,2.146690518783542
2024-02-08,11420,11620,11250,11360,136413,-0.5253940455341506
2024-02-13,11360,11520,10920,11040,204623,-2.8169014084507045
2024-02-14,10780,10860,10300,10670,407517,-3.3514492753623193
2024-02-15,10720,10990,10560,10750,151867,0.7497656982193065
2024-02-16,10780,10840,10450,10450,207888,-2.7906976744186047
2024-02-19,10430,10510,10290,10360,135964,-0.8612440191387559
2024-02-20,10210,10430,10120,10260,135907,-0.9652509652509652
2024-02-21,10180,10420,10180,10410,76520,1.461988304093567
2024-02-22,10450,10500,10230,10370,118288,-0.38424591738712777
2024-02-23,10350,10370,10160,10230,121942,-1.3500482160077145
2024-02-26,10300,10300,10000,10240,83608,0.09775171065493646
2024-02-27,10180,10610,10120,10210,122033,-0.29296875
2024-02-28,10210,10740,10180,10690,136009,4.701273261508325
2024-02-29,10700,10730,10460,10540,86481,-1.4031805425631432
