rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 66 기 3분기말,462416418849,제 65 기말,447566168775,7,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 66 기 3분기말,209360232734,제 65 기말,196731104268,8,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 66 기 3분기말,29051956903,제 65 기말,37421709122,9,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 66 기 3분기말,104557619595,제 65 기말,95867950089,10,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_AccumulatedImpairmentLossFinishedGoodsGross,평가충당금,-,제 66 기 3분기말,5241234969,제 65 기말,3205538419,11,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_AccumulatedImpairmentLossRawMaterialsGross,평가충당금,-,제 66 기 3분기말,957651519,제 65 기말,1517949913,12,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_FinishedGoodsGross,제품,-,제 66 기 3분기말,74943261480,제 65 기말,71267497847,13,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_GoodsInTransitGross,미착품,-,제 66 기 3분기말,9416159919,제 65 기말,6958922556,14,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_RawMaterialsGross,원재료,-,제 66 기 3분기말,25509932828,제 65 기말,21501958557,15,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_SuppliesGross,저장품,-,제 66 기 3분기말,887151856,제 65 기말,863059461,16,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 66 기 3분기말,1247712787,제 65 기말,691270310,17,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_CurrentEmissionRight,선급금,-,제 66 기 3분기말,316248296,제 65 기말,28629449,18,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,dart_PrepaidExpenses,선급비용,-,제 66 기 3분기말,931464491,제 65 기말,662640861,19,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융자산,-,제 66 기 3분기말,3958800000,제 65 기말,0,20,KRW,,,,,연결
20241114001301,11014,2024,00121932,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타수취채권,-,제 66 기 3분기말,70544143449,제 65 기말,62750174747,21,KRW,,,,,연결
