rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분,bfefrmtrm_nm,bfefrmtrm_amount
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 19 기 3분기말,161466530299,제 18 기말,175264754600,1,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 19 기 3분기말,5566332362,제 18 기말,13256296328,2,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 19 기 3분기말,106502354899,제 18 기말,111216517927,3,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 19 기 3분기말,3791594035,제 18 기말,3784593859,4,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 19 기 3분기말,45600377723,제 18 기말,46385163569,5,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 19 기 3분기말,5871280,제 18 기말,622182917,6,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 19 기 3분기말,639125251453,제 18 기말,619724249378,7,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,-표준계정코드 미사용-,기타포괄손익-공정가치금융자산,-,제 19 기 3분기말,1964560000,제 18 기말,1964560000,8,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 19 기 3분기말,6555000,제 18 기말,483555000,9,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,관계기업투자,-,제 19 기 3분기말,2821190040,제 18 기말,2749927724,10,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,공동지배기업투자,-,제 19 기 3분기말,20812421379,제 18 기말,20600000000,11,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 19 기 3분기말,10558395001,제 18 기말,12080763727,12,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 19 기 3분기말,451953757,제 18 기말,516145978,13,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 19 기 3분기말,376339572501,제 18 기말,371186787690,14,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_GoodwillGross,영업권및무형자산,-,제 19 기 3분기말,192405219634,제 18 기말,192395580307,15,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,-표준계정코드 미사용-,사용권자산,-,제 19 기 3분기말,15696594400,제 18 기말,,16,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 19 기 3분기말,14130174876,제 18 기말,14231122365,17,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 19 기 3분기말,3938614865,제 18 기말,3515806587,18,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 19 기 3분기말,800591781752,제 18 기말,794989003978,19,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 19 기 3분기말,316091043869,제 18 기말,268922914267,21,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 19 기 3분기말,40207097285,제 18 기말,76073234894,22,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 19 기 3분기말,146654028399,제 18 기말,146346347350,23,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 19 기 3분기말,7259062495,제 18 기말,4838997172,24,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_CurrentProvisionsForReturnedGoods,반품부채,-,제 19 기 3분기말,10545576633,제 18 기말,10557364805,25,KRW,,,,,연결,,
20191114002187,11014,2019,00428321,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 19 기 3분기말,39959539416,제 18 기말,29961837576,26,KRW,,,,,연결,,
