news_title,news_category,news_date
[사설] 몰려오는 3高 먹구름…규제 혁파하고 수출 전방위 지원해야,오피니언사설,2023.09.28
"유로·엔화 줄줄이 약세에…원·달러 환율, 연고점 넘어 1350원 턱밑",경제·금융경제·금융일반,2023.09.26
"부울경, 첨단 산업 재편 혁신 투자로 100년 먹거리 만든다",사회전국,2023.09.25
美긴축 장기화에 시장 '출렁' 인하 시점은…[뒷북 글로벌],국제국제일반,2023.09.23
"美 긴축 장기화 유탄…中, 금리 내렸지만 단기채 수익률 상승",국제국제일반,2023.09.22
"BOJ, '마이너스 기준금리' 등 완화기조 그대로… 엔화 다시 148엔대 하락",국제경제·마켓,2023.09.22
"기시다 ""円 변동, 선택지 배제 안하고 대응""",국제국제일반,2023.09.22
[사설] 美 연준 “긴축 유지”…리스크 관리와 구조 개혁 서둘러라,오피니언사설,2023.09.22
영국도 미국 이어 기준금리 동결…2년 만에 처음,국제국제일반,2023.09.21
美처럼 고금리 버틸 수 있나…속내 복잡한 한은,경제·금융경제·금융일반,2023.09.21
달러가치 6개월래 최고…원엔환율 올들어 최저,국제국제일반,2023.09.19
59.1조 역대급 '세수펑크'…'추경'없이 '외평기금' 등으로 메운다,경제·금융정책,2023.09.19
“차라리 올리지 내리진 않겠다”…‘금리인하’ 퇴로 끊은 한은 [조지원의 BOK리포트],경제·금융경제·금융일반,2023.09.15
"한은 ""美·英 고금리 장기화…우리도 상당기간 긴축""",경제·금융경제·금융일반,2023.09.14
유가 치솟고 환율까지 요동…운신폭 더 쪼그라든 통화정책,경제·금융경제·금융일반,2023.09.11
국채금리 9년來 최고…금리인상 군불때기,증권국내증시,2023.09.11
[관점] 비구이위안 사태는 中경제 위기의 시작… “앞으로 더 큰 게 올 수 있다”,국제경제·마켓,2023.09.06
엔화가치 53년만에 최저…올해만 달러 대비 10% 급락,국제국제일반,2023.08.30
'잭슨홀 쇼크' 피했지만…'금리 딜레마' 여전한 한은,경제·금융경제·금융일반,2023.08.27
"우에다 ""인플레, 목표치 미달""…통화완화 장기화되나",국제국제일반,2023.08.27
"잭슨홀 미팅 '파월의 입' 주시하는 금통위…李 ""최종 3.75%까지 열어둬야""",경제·금융경제·금융일반,2023.08.24
잭슨홀 주시하며 금리 5연속 동결한 금통위…中 쇼크에도 올 성장률 안 낮췄다,경제·금융경제·금융일반,2023.08.24
이창용 “향후 몇 년간 GDP 대비 가계부채 비율 100% 아래로”,경제·금융경제·금융일반,2023.08.22
"美 국채금리 고공행진에…전문가 33% ""9월 채권 금리 UP""",증권국내증시,2023.08.22
[박철범 칼럼]한미 금리 역전과 한은의 딜레마,오피니언사외칼럼,2023.08.22
"中 부동산위기·美긴축 '더블펀치'…""위안화 약세, 블랙스완 우려""",국제경제·마켓,2023.08.18
美日 채권금리 스프레드 확대… 엔화가치 ‘추풍낙엽’,국제경제·마켓,2023.08.17
다시 늘어나는 가계부채…빚 억제 못 하는 기준금리가 문제일까? [조지원의 BOK리포트],경제·금융경제·금융일반,2023.08.16
엔저에 수출 호조·관광수지 개선…'잃어버린 30년' 딛고 부활,국제정치·사회,2023.08.15
"루블화 폭락에…러, 기준금리 3.5%P 인상",국제국제일반,2023.08.15
"아르헨, 기준금리 118% 충격에…극우후보 밀레이 대선 전초전 1위",국제국제일반,2023.08.15
엔화가치 올들어 최저…달러당 145엔 재돌파,국제경제·마켓,2023.08.14
"""中, 위안화 결제·CBDC 확대 나서지만 기축통화 될 수 없어""",국제경제·마켓,2023.08.02
엔화 800원대로 살 마지막 기회?…“엔화 초약세 시대 끝나간다” [조지원의 BOK리포트],경제·금융경제·금융일반,2023.08.01
[백상논단] 경제 재도약을 위한 금융 개혁,오피니언사외칼럼,2023.07.30
"국채 무제한 매입에 시장 왜곡 초래…日, 10년만에 '긴축 시그널'",국제국제일반,2023.07.28
한은 “연준 통화정책 관련 불확실성 이어질 것…시장 변동성 유의”,경제·금융경제·금융일반,2023.07.27
'강달러'에 속수무책이던 엔화…3주 동안 강세 반전,국제국제일반,2023.07.20
[뒷북 글로벌]금리인상 종착역 다가선 美…약달러 시대 오나,국제국제일반,2023.07.17
[다음주 증시 전망] 2분기 실적 시즌 개막…“반도체·방산株 등 주목”,증권국내증시,2023.07.15
휴가도 투자도 日에 몰린다…현명한 엔테크 방법은?[도와줘요 자산관리],경제·금융경제·금융일반,2023.07.15
美 긴축 종료 기대감에 원·달러 환율 1265.8원…5개월 만에 최저,경제·금융경제·금융일반,2023.07.14
中인민은행 “필요시 지준율정책 사용”,국제경제·마켓,2023.07.14
"[오전 시황] 美증시 호조에…코스피, 장 초반 2600선 탈환",증권국내증시,2023.07.14
[사설] 한은 4연속 금리 동결…환율·부채 등 경제 ‘싱크홀’ 대비해야,오피니언사설,2023.07.14
"美 물가 둔화에…""연준 이달 금리 올리고 동결할수도""",국제경제·마켓,2023.07.13
"""美 금리 몇번 올릴지 불확실""…매파 색채 옅어진 이창용",경제·금융경제·금융일반,2023.07.13
"[마감 시황] 美긴축부담 덜자 외인·기관 '사자'…코스피, 2590대 회복",증권국내증시,2023.07.13
한미 금리차 2%P 버틸 수 있다?…4연속 금리 동결한 금통위,경제·금융경제·금융일반,2023.07.13
"[속보] 한은, 경기·금융 불안에 4회 연속 금리 동결",경제·금융경제동향,2023.07.13
"엔달러 130엔대로 하락…日, 통화정책 피벗 나서나",국제국제일반,2023.07.12
美 물가 둔화 기대에 환율 1290원도 깨져…5원 내린 1288.7원,경제·금융경제·금융일반,2023.07.12
금통위 이틀 앞두고 환율 12.8원 내린 1293.7원,경제·금융경제·금융일반,2023.07.11
"채권 전문가 93% “금통위, 7월 금리 동결할것”",증권증권일반,2023.07.11
[다음주 증시전망] 美 CPI 발표·2분기 어닝시즌 개막…박스권 장세 이어질듯,증권국내증시,2023.07.09
"원·달러 1300원, 원·엔 900원 깨졌지만…하반기 환율 불확실성 고조",경제·금융경제·금융일반,2023.07.05
"[단독] '한중관계 개선' 다급한 中, 옐런 방중 사흘전 이창용부터 찾았다",경제·금융경제·금융일반,2023.07.04
