투자자구분,매도,매수,순매수
금융투자,182748013700,335893476600,153145462900
보험,5216842000,38800791500,33583949500
투신,14842418400,45055080800,30212662400
사모,26254947800,12913152100,-13341795700
은행,2118000000,1661013600,-456986400
기타금융,1876839000,638281400,-1238557600
연기금 등,672461008000,685074755700,12613747700
기관합계,905518068900,1120036551700,214518482800
기타법인,9043257900,11377353200,2334095300
개인,633108325900,195577921200,-437530404700
외국인,473195246028,695044504628,221849258600
기타외국인,2553971900,1382539900,-1171432000
전체,2023418870628,2023418870628,0
