투자자구분,매도,매수,순매수
금융투자,50895986800,44625357800,-6270629000
보험,9253413000,1313003300,-7940409700
투신,8689157500,9631827800,942670300
사모,6450041600,9579811400,3129769800
은행,2312594500,3426700,-2309167800
기타금융,242371300,19590800,-222780500
연기금 등,257461809900,280432289200,22970479300
기관합계,335305374600,345605307000,10299932400
기타법인,11111975700,11120388900,8413200
개인,591644494900,109364051400,-482280443500
외국인,125937694500,599459944600,473522250100
기타외국인,2201423000,651270800,-1550152200
전체,1066200962700,1066200962700,0
