투자자구분,매도,매수,순매수
금융투자,99993007300,97075132500,-2917874800
보험,6076343100,702500200,-5373842900
투신,28442274100,6127228800,-22315045300
사모,23646830200,15518287000,-8128543200
은행,1016099900,2791145900,1775046000
기타금융,2472567700,69900600,-2402667100
연기금 등,503991762100,499896413100,-4095349000
기관합계,665638884400,622180608100,-43458276300
기타법인,66371157400,2926662200,-63444495200
개인,214390461300,219267279000,4876817700
외국인,389420319920,491594878820,102174558900
기타외국인,1204911900,1056306800,-148605100
전체,1337025734920,1337025734920,0
