투자자구분,매도,매수,순매수
금융투자,216874767000,90022422100,-126852344900
보험,10721282900,9231399400,-1489883500
투신,14678062300,23270298000,8592235700
사모,16189349700,22965717400,6776367700
은행,626020000,1693616600,1067596600
기타금융,81775100,3303716700,3221941600
연기금 등,561426457100,556973691800,-4452765300
기관합계,820597714100,707460862000,-113136852100
기타법인,3909110900,5107725900,1198615000
개인,226172637000,354361447500,128188810500
외국인,255165954100,238128702800,-17037251300
기타외국인,486947500,1273625400,786677900
전체,1306332363600,1306332363600,0
