투자자구분,매도,매수,순매수
금융투자,222265117800,169723106300,-52542011500
보험,3489800700,5558147900,2068347200
투신,8767879200,16041595800,7273716600
사모,3441129700,23963217400,20522087700
은행,772966500,0,-772966500
기타금융,374164900,220235600,-153929300
연기금 등,344809116700,289552131900,-55256984800
기관합계,583920175500,505058434900,-78861740600
기타법인,5734370500,2910964400,-2823406100
개인,437880644600,133510162000,-304370482600
외국인,347884359336,735458384036,387574024700
기타외국인,1890611600,372216200,-1518395400
전체,1377310161536,1377310161536,0
