투자자구분,매도,매수,순매수
금융투자,148812392500,283943940400,135131547900
보험,8605220400,9294897700,689677300
투신,23048107800,19973274800,-3074833000
사모,42483942800,9596072900,-32887869900
은행,39554100,220122900,180568800
기타금융,228513000,105358300,-123154700
연기금 등,656319633700,654902416300,-1417217400
기관합계,879537364300,978036083300,98498719000
기타법인,9060243900,6128742400,-2931501500
개인,311801584400,171793982900,-140007601500
외국인,444659756032,489522810032,44863054000
기타외국인,968623800,545953800,-422670000
전체,1646027572432,1646027572432,0
