투자자구분,매도,매수,순매수
금융투자,147917660300,174483509400,26565849100
보험,8468106600,9979048900,1510942300
투신,10875217700,15572476100,4697258400
사모,22032816900,12375490000,-9657326900
은행,36349000,39718400,3369400
기타금융,202321500,38526900,-163794600
연기금 등,472331208800,480153885100,7822676300
기관합계,661863680800,692642654800,30778974000
기타법인,5810165500,5800845700,-9319800
개인,313307752200,148198358700,-165109393500
외국인,232474757338,367943954238,135469196900
기타외국인,1568034800,438577200,-1129457600
전체,1215024390638,1215024390638,0
