투자자구분,매도,매수,순매수
금융투자,279836104600,229285706200,-50550398400
보험,8951255000,3931685300,-5019569700
투신,14432001300,17494423300,3062422000
사모,18400968800,11714688900,-6686279900
은행,243300000,112096300,-131203700
기타금융,521772300,48599800,-473172500
연기금 등,699543938700,692110288700,-7433650000
기관합계,1021929340700,954697488500,-67231852200
기타법인,12598586000,22463475800,9864889800
개인,310138473100,178572786700,-131565686400
외국인,387597132000,577025185100,189428053100
기타외국인,1153093300,657689000,-495404300
전체,1733416625100,1733416625100,0
