투자자구분,매도,매수,순매수
금융투자,74401254800,43231725200,-31169529600
보험,7276687300,4437155200,-2839532100
투신,5848493400,16285540400,10437047000
사모,8903818300,19650619000,10746800700
은행,0,959229400,959229400
기타금융,50704000,150251300,99547300
연기금 등,237993185500,222949216700,-15043968800
기관합계,334474143300,307663737200,-26810406100
기타법인,1010847500,2407260600,1396413100
개인,99115236300,158204602200,59089365900
외국인,123672304200,89736711600,-33935592600
기타외국인,160960100,421179800,260219700
전체,558433491400,558433491400,0
