투자자구분,매도,매수,순매수
금융투자,330555580700,106778031900,-223777548800
보험,17089449300,18158943000,1069493700
투신,8223461300,44925135000,36701673700
사모,18932760500,62475074200,43542313700
은행,1616667000,643561000,-973106000
기타금융,151989500,5670935100,5518945600
연기금 등,802885749400,802939436600,53687200
기관합계,1179455657700,1041591116800,-137864540900
기타법인,3903009200,9157525400,5254516200
개인,515496433600,267253083100,-248243350500
외국인,362803758500,744524650000,381720891500
기타외국인,1788779700,921263400,-867516300
전체,2063447638700,2063447638700,0
