rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,bfefrmtrm_nm,bfefrmtrm_amount,thstrm_add_amount,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount,연결구분
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 23 기 반기말,11389931580000,제 22 기말,11712592639000,7,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 23 기 반기말,3151585335000,제 22 기말,3117505675000,8,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermAccruedIncome,미수수익,-,제 23 기 반기말,220968000,제 22 기말,90519000,9,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermDepositsProvided,유동성보증금,-,제 23 기 반기말,41201348000,제 22 기말,42117013000,10,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermLoans,단기대여금,-,제 23 기 반기말,12132720000,제 22 기말,11607076000,11,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 23 기 반기말,158325840000,제 22 기말,164051282000,12,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치금융자산,-,제 23 기 반기말,1163202594000,제 22 기말,1067947080000,13,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 23 기 반기말,8874796000,제 22 기말,3668590000,14,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 23 기 반기말,716097750000,제 22 기말,612628881000,15,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,매각예정비유동자산,-,제 23 기 반기말,45125222000,제 22 기말,0,16,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherCurrentAssets,기타유동자산,-,제 23 기 반기말,66170196000,제 22 기말,59364297000,17,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타금융자산,-,제 23 기 반기말,87196000,제 22 기말,5133565000,18,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_ShorttermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 23 기 반기말,6606000000,제 22 기말,60173982000,19,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권및기타채권,-,제 23 기 반기말,933540705000,제 22 기말,1090723390000,20,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 23 기 반기말,8238346245000,제 22 기말,8595086964000,21,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_InvestedAssetForPostemploymentBenefit,순확정급여자산,-,제 23 기 반기말,60481283000,제 22 기말,78548817000,22,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_LongTermDepositsNotClassifiedAsCashEquivalents,금융기관예치금,-,제 23 기 반기말,32500000,제 22 기말,32500000,23,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_LongTermDepositsProvidedGross,보증금,-,제 23 기 반기말,145333833000,제 22 기말,142939285000,24,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_LongTermLoansGross,장기대여금,-,제 23 기 반기말,26032860000,제 22 기말,24174306000,25,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_OtherIntangibleAssetsGross,무형자산,-,제 23 기 반기말,1251697124000,제 22 기말,1281478748000,26,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 23 기 반기말,50589025000,제 22 기말,42284157000,27,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_InvestmentAccountedForUsingEquityMethod,관계기업투자주식,-,제 23 기 반기말,248984117000,제 22 기말,593386259000,28,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_InvestmentProperty,투자부동산,-,제 23 기 반기말,99263714000,제 22 기말,100535983000,29,KRW,제 21 기,99975053000,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,당기손익-공정가치금융자산,-,제 23 기 반기말,9688905000,제 22 기말,8144689000,30,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산,-,제 23 기 반기말,70788508000,제 22 기말,66404272000,31,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherNoncurrentAssets,기타비유동자산,-,제 23 기 반기말,273410000,제 22 기말,261887000,32,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherNoncurrentFinancialAssets,기타금융자산,-,제 23 기 반기말,866210000,제 22 기말,855410000,33,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 23 기 반기말,5643027269000,제 22 기말,5607031024000,34,KRW,제 21 기,5613768497000,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_RightofuseAssets,사용권자산,-,제 23 기 반기말,631287487000,제 22 기말,649009627000,35,KRW,제 21 기,770102767000,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 23 기 반기말,6193878956000,제 22 기말,6279127722000,37,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 23 기 반기말,4379129807000,제 22 기말,4467517020000,38,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 23 기 반기말,612115810000,제 22 기말,612115810000,39,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 23 기 반기말,-173168662000,제 22 기말,-183917146000,40,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 23 기 반기말,32024566000,제 22 기말,14771650000,41,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 23 기 반기말,117012205000,제 22 기말,117012205000,42,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금,-,제 23 기 반기말,3791145888000,제 22 기말,3907534501000,43,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 23 기 반기말,1814749149000,제 22 기말,1811610702000,44,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 23 기 반기말,11389931580000,제 22 기말,11712592639000,45,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 23 기 반기말,3458068077000,제 22 기말,3446694246000,47,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_CurrentPortionOfBonds,유동성사채,-,제 23 기 반기말,429607811000,제 22 기말,298629945000,48,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermAccruedExpenses,미지급비용,-,제 23 기 반기말,107711024000,제 22 기말,62107741000,49,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermAdvancesCustomers,선수금,-,제 23 기 반기말,424021663000,제 22 기말,424640609000,50,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermGuaranteeDepositWithholdings,유동성예수보증금,-,제 23 기 반기말,17613018000,제 22 기말,19797926000,51,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_ShortTermWithholdings,예수금,-,제 23 기 반기말,344061831000,제 22 기말,403829053000,52,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,-표준계정코드 미사용-,유동성장기차입금,-,제 23 기 반기말,9651603000,제 22 기말,111707574000,53,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentLeaseLiabilities,유동리스부채,-,제 23 기 반기말,124924421000,제 22 기말,117150539000,54,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 23 기 반기말,68102170000,제 22 기말,46913436000,55,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherCurrentFinancialLiabilities,기타금융부채,-,제 23 기 반기말,184902000,제 22 기말,214900000,56,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_OtherCurrentLiabilities,기타유동부채,-,제 23 기 반기말,194460923000,제 22 기말,203684953000,57,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 23 기 반기말,986525365000,제 22 기말,923977409000,58,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무및기타채무,-,제 23 기 반기말,751203346000,제 22 기말,834040161000,59,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 23 기 반기말,5196052624000,제 22 기말,5433464917000,60,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 23 기 반기말,1737984547000,제 22 기말,1986770671000,61,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_BondsIssuedNominalValue,사채,-,제 23 기 반기말,598722896000,제 22 기말,828403559000,62,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 23 기 반기말,159852794000,제 22 기말,58863142000,63,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,dart_LongTermGuaranteeDepositWithholdings,예수보증금,-,제 23 기 반기말,18773236000,제 22 기말,16225112000,64,KRW,,,,,,,연결
20240814003924,11012,2024,00428251,BS,재무상태표,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 23 기 반기말,474727938000,제 22 기말,559659728000,65,KRW,,,,,,,연결
