rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_amount,ord,currency,thstrm_add_amount,연결구분
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_CurrentAssets,유동자산,-,제 44 기,41416120179,제 43 기,39455099127,제 42 기,36205475748,1,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 44 기,13418003263,제 43 기,8611111425,제 42 기,6243215390,2,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_TradeAndOtherCurrentReceivables,매출채권 및 기타유동채권,-,제 44 기,3752184079,제 43 기,4204020107,제 42 기,3334564264,3,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 44 기,18576963895,제 43 기,23000000000,제 42 기,21498928716,4,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_Inventories,재고자산,-,제 44 기,5339071871,제 43 기,3318485862,제 42 기,4848426492,5,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 44 기,127777678,제 43 기,321481733,제 42 기,280340886,6,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_CurrentTaxAssets,당기법인세자산,-,제 44 기,202119393,제 43 기,,제 42 기,,7,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_NoncurrentAssets,비유동자산,-,제 44 기,8138780782,제 43 기,7643787229,제 42 기,9315523403,8,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 44 기,2196450701,제 43 기,2135998439,제 42 기,4293137223,9,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_IntangibleAssetsOtherThanGoodwill,영업권 이외의 무형자산,-,제 44 기,486066909,제 43 기,529763455,제 42 기,459459140,10,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,비유동 기타포괄손익-공정가치 측정 금융자산,-,제 44 기,448718650,제 43 기,744579500,제 42 기,765491491,11,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_NoncurrentFinancialAssetsAtFairValueThroughProfitOrLossDesignatedUponInitialRecognition,비유동 당기손익-공정가치 측정 지정 금융자산,-,제 44 기,2823836290,제 43 기,543978858,제 42 기,448713525,12,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_InvestmentsInAssociates,관계기업에 대한 투자자산,-,제 44 기,,제 43 기,692108069,제 42 기,775201212,13,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,-표준계정코드 미사용-,순확정급여자산,-,제 44 기,,제 43 기,148931427,제 42 기,,14,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 44 기,462534946,제 43 기,525685712,제 42 기,611038684,15,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 44 기,1721173286,제 43 기,2322741769,제 42 기,1962482128,16,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_Assets,자산총계,-,제 44 기,49554900961,제 43 기,47098886356,제 42 기,45520999151,17,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_CurrentLiabilities,유동부채,-,제 44 기,4342272824,제 43 기,4114416970,제 42 기,5596644888,19,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_TradeAndOtherCurrentPayables,매입채무 및 기타유동채무,-,제 44 기,4121300843,제 43 기,3645172302,제 42 기,4603579100,20,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 44 기,220971981,제 43 기,128588979,제 42 기,645050988,21,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_ShorttermBorrowings,단기차입금,-,제 44 기,,제 43 기,,제 42 기,348014800,22,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 44 기,,제 43 기,340655689,제 42 기,,23,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 44 기,84318284,제 43 기,83097,제 42 기,91318710,24,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_NonCurrentFinanceLeaseLiabilities,금융리스부채,-,제 44 기,13060,제 43 기,83097,제 42 기,147117,25,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,-표준계정코드 미사용-,순확정급여부채,-,제 44 기,84305224,제 43 기,,제 42 기,91171593,26,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_Liabilities,부채총계,-,제 44 기,4426591108,제 43 기,4114500067,제 42 기,5687963598,27,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_EquityAttributableToOwnersOfParent,지배기업 소유지분,-,제 44 기,45039039465,제 43 기,42984386289,제 42 기,39833035553,29,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_IssuedCapital,자본금,-,제 44 기,14354832500,제 43 기,14354832500,제 42 기,14354832500,30,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_CapitalSurplus,자본잉여금,-,제 44 기,17155857529,제 43 기,17155857529,제 42 기,17155857529,31,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 44 기,-6946049,제 43 기,-6946049,제 42 기,-6946049,32,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,-,제 44 기,-316634544,제 43 기,-280863081,제 42 기,-290069464,33,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 44 기,13851930029,제 43 기,11761505390,제 42 기,8619361037,34,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_NoncontrollingInterests,비지배지분,-,제 44 기,89270388,제 43 기,,제 42 기,,35,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_Equity,자본총계,-,제 44 기,45128309853,제 43 기,42984386289,제 42 기,39833035553,36,KRW,,연결
20220728000414,11011,2021,00134176,BS,재무상태표,ifrs-full_EquityAndLiabilities,자본과부채총계,-,제 44 기,49554900961,제 43 기,47098886356,제 42 기,45520999151,37,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,ifrs-full_Revenue,수익(매출액),-,제 44 기,32394255916,제 43 기,27452348123,제 42 기,25316586339,0,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,ifrs-full_CostOfSales,매출원가,-,제 44 기,27482473019,제 43 기,23587723747,제 42 기,22269760775,1,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,ifrs-full_GrossProfit,매출총이익,-,제 44 기,4911782897,제 43 기,3864624376,제 42 기,3046825564,2,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,-표준계정코드 미사용-,물류원가,-,제 44 기,44537389,제 43 기,39437350,제 42 기,32164787,3,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 44 기,2252478341,제 43 기,2006671046,제 42 기,1934133513,4,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,dart_OperatingIncomeLoss,영업이익(손실),-,제 44 기,2614767167,제 43 기,1818515980,제 42 기,1080527264,5,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,dart_OtherGains,기타이익,-,제 44 기,705871927,제 43 기,399996218,제 42 기,151814924,6,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,dart_OtherLosses,기타손실,-,제 44 기,932857452,제 43 기,2576250835,제 42 기,472151199,7,KRW,,연결
20220728000414,11011,2021,00134176,CIS,포괄손익계산서,ifrs-full_FinanceIncome,금융수익,-,제 44 기,324841512,제 43 기,378633895,제 42 기,505559777,8,KRW,,연결
