rcept_no,reprt_code,bsns_year,corp_code,sj_div,sj_nm,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,frmtrm_nm,frmtrm_amount,ord,currency,thstrm_add_amount,연결구분,frmtrm_q_nm,frmtrm_q_amount,frmtrm_add_amount
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_CurrentAssets,유동자산,-,제 2 기 반기말,1083154928626,제 1 기말,1030997727550,1,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_CashAndCashEquivalents,현금및현금성자산,-,제 2 기 반기말,66758117539,제 1 기말,84772978360,2,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_TradeAndOtherCurrentReceivables,매출채권 및 기타채권,-,제 2 기 반기말,503533577399,제 1 기말,442526056151,3,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기 반기말,4278541821,제 1 기말,5469095513,4,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_OtherCurrentAssets,기타유동자산,-,제 2 기 반기말,38052313524,제 1 기말,31640404475,5,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_Inventories,재고자산,-,제 2 기 반기말,470501144743,제 1 기말,466559004351,6,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_CurrentTaxAssets,당기법인세자산,-,제 2 기 반기말,31233600,제 1 기말,30188700,7,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_NoncurrentAssets,비유동자산,-,제 2 기 반기말,1549031241470,제 1 기말,1503700083409,8,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentReceivablesGross,장기매출채권 및 기타채권,-,제 2 기 반기말,5394362202,제 1 기말,3956042855,9,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_PropertyPlantAndEquipment,유형자산,-,제 2 기 반기말,1227512757195,제 1 기말,1196736118331,10,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_InvestmentProperty,투자부동산,-,제 2 기 반기말,151215294833,제 1 기말,151964451693,11,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,-표준계정코드 미사용-,무형자산,-,제 2 기 반기말,111592510584,제 1 기말,107703796224,12,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_OtherNoncurrentFinancialAssets,기타비유동금융자산,-,제 2 기 반기말,5102166595,제 1 기말,715500000,13,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_OtherNonCurrentAssets,기타비유동자산,-,제 2 기 반기말,15950450153,제 1 기말,13815005331,14,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_DeferredTaxAssets,이연법인세자산,-,제 2 기 반기말,32263699908,제 1 기말,28809168975,15,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_Assets,자산총계,-,제 2 기 반기말,2632186170096,제 1 기말,2534697810959,16,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_CurrentLiabilities,유동부채,-,제 2 기 반기말,1488530755363,제 1 기말,1474715621596,18,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_TradeAndOtherCurrentPayables,매입채무 및 기타채무,-,제 2 기 반기말,338901923746,제 1 기말,369241361488,19,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,-표준계정코드 미사용-,차입금,-,제 2 기 반기말,1127671921674,제 1 기말,1088357152867,20,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,-표준계정코드 미사용-,기타금융부채,-,제 2 기 반기말,4010698901,제 1 기말,,21,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_CurrentTaxLiabilities,당기법인세부채,-,제 2 기 반기말,13082018742,제 1 기말,9351838433,22,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_OtherCurrentLiabilities,기타유동부채,-,제 2 기 반기말,4864192300,제 1 기말,7765268808,23,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_NoncurrentLiabilities,비유동부채,-,제 2 기 반기말,637066563698,제 1 기말,593966320571,24,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_LongTermTradeAndOtherNonCurrentPayables,장기매입채무 및 기타채무,-,제 2 기 반기말,8601120204,제 1 기말,7715856352,25,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_LongTermBorrowingsGross,장기차입금,-,제 2 기 반기말,591006059979,제 1 기말,553076139144,26,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,-표준계정코드 미사용-,순확정급여부채,-,제 2 기 반기말,4628171133,제 1 기말,3963287739,27,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_DeferredTaxLiabilities,이연법인세부채,-,제 2 기 반기말,29314795685,제 1 기말,27352908393,28,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_OtherNoncurrentFinancialLiabilities,기타비유동금융부채,-,제 2 기 반기말,3047453143,제 1 기말,1371569597,29,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 2 기 반기말,468963554,제 1 기말,486559346,30,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_Liabilities,부채총계,-,제 2 기 반기말,2125597319061,제 1 기말,2068681942167,31,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_EquityAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 자본,-,제 2 기 반기말,431836610732,제 1 기말,385806221600,33,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_IssuedCapital,자본금,-,제 2 기 반기말,22399740000,제 1 기말,22399740000,34,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_SharePremium,주식발행초과금,-,제 2 기 반기말,428409839784,제 1 기말,428409839784,35,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_RetainedEarnings,이익잉여금,-,제 2 기 반기말,5850093991,제 1 기말,-26583756529,36,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-,제 2 기 반기말,-24823063043,제 1 기말,-38419601655,37,KRW,,연결,,,
20190814001751,11012,2019,01316254,BS,재무상태표,ifrs_NoncontrollingInterests,비지배지분,-,제 2 기 반기말,74752240303,제 1 기말,80209647192,38,KRW,,연결,,,
