날짜,시가총액,거래량,거래대금,상장주식수
2020-01-02,21104248880,17826,113166600,3307876
2020-01-03,21137327640,7470,47599360,3307876
2020-01-06,20971933840,6509,41326890,3307876
2020-01-07,20905776320,12557,79569400,3307876
2020-01-08,20674225000,17392,109084600,3307876
2020-01-09,20773461280,4039,25361260,3307876
2020-01-10,20773461280,2431,15243430,3307876
2020-01-13,20806540040,4209,26439500,3307876
2020-01-14,20773461280,7591,47677840,3307876
2020-01-15,20872697560,7487,47053140,3307876
2020-01-16,20839618800,7423,46667040,3307876
2020-01-17,20872697560,8791,55468350,3307876
2020-01-20,20806540040,8732,54920480,3307876
2020-01-21,20839618800,6663,42004650,3307876
2020-01-22,20872697560,4546,28662260,3307876
2020-01-23,20872697560,6688,42160310,3307876
2020-01-28,20574988720,23770,147731200,3307876
2020-01-29,20740382520,11459,71705470,3307876
2020-01-30,20541909960,9642,59882230,3307876
2020-01-31,20409594920,8292,51255760,3307876
2020-02-03,20178043600,8004,48513040,3307876
2020-02-04,20111886080,9618,58674790,3307876
2020-02-05,20178043600,20287,123246030,3307876
2020-02-06,20475752440,15095,93046620,3307876
2020-02-07,20409594920,6095,37616570,3307876
2020-02-10,20144964840,8698,53056730,3307876
2020-02-11,20144964840,29362,178515260,3307876
2020-02-12,20707303760,33566,209063260,3307876
2020-02-13,21005012600,94598,600118630,3307876
2020-02-14,20872697560,23195,146245260,3307876
2020-02-17,21071170120,40315,258123390,3307876
2020-02-18,20872697560,22895,144918390,3307876
2020-02-19,20674225000,18970,119064010,3307876
2020-02-20,20674225000,7319,45704240,3307876
2020-02-21,20641146240,28289,176996180,3307876
2020-02-24,20111886080,30625,186877740,3307876
2020-02-25,20178043600,15283,92999930,3307876
2020-02-26,20376516160,48986,300143870,3307876
2020-02-27,19979571040,9864,59973120,3307876
2020-02-28,19582625920,23649,140803230,3307876
2020-03-02,19979571040,3831,22766440,3307876
2020-03-03,20144964840,6195,37623850,3307876
2020-03-04,20310358640,3177,19411310,3307876
2020-03-05,20277279880,7457,46006320,3307876
2020-03-06,19946492280,5341,32265260,3307876
2020-03-09,19317995840,33922,199381870,3307876
2020-03-10,19317995840,7647,44542440,3307876
2020-03-11,18689499400,19652,112520100,3307876
2020-03-12,18292554280,7410,40918010,3307876
2020-03-13,17300191480,32079,165222910,3307876
2020-03-16,16903246360,11822,62149180,3307876
2020-03-17,16936325120,4794,24276735,3307876
2020-03-18,16837088840,6624,34076840,3307876
2020-03-19,14885442000,34873,166546770,3307876
2020-03-20,15265847740,36222,165269540,3307876
2020-03-23,13810382300,41242,172342790,3307876
2020-03-24,14521575640,32517,141532085,3307876
2020-03-25,14951599520,12482,56679300,3307876
2020-03-26,15580095960,25572,121142580,3307876
2020-03-27,16307828680,5378,26800540,3307876
2020-03-30,16357446820,13814,67949690,3307876
2020-03-31,16770931320,14134,71873310,3307876
