날짜,시가,고가,저가,종가,거래량,등락률
2020-12-01,20450,20600,19850,19900,31773,-2.689486552567237
2020-12-02,20300,20300,19500,19700,23275,-1.0050251256281406
2020-12-03,19550,19750,19000,19350,23410,-1.7766497461928936
2020-12-04,19200,19650,19150,19300,17828,-0.2583979328165375
2020-12-07,19300,19400,18900,19200,13596,-0.5181347150259068
2020-12-08,19300,19500,19000,19000,19366,-1.0416666666666665
2020-12-09,19350,19850,19250,19500,25147,2.631578947368421
2020-12-10,19400,19750,19100,19400,12746,-0.5128205128205128
2020-12-11,19450,19650,19300,19500,10881,0.5154639175257731
2020-12-14,19400,20800,19250,19900,116967,2.051282051282051
2020-12-15,20100,20150,19500,19700,21518,-1.0050251256281406
2020-12-16,19850,20000,19600,19700,18925,0.0
2020-12-17,19900,20600,19700,19900,44585,1.015228426395939
2020-12-18,20000,20500,19950,20200,26969,1.507537688442211
2020-12-21,20000,20200,19800,19850,12879,-1.7326732673267329
2020-12-22,19850,19850,19200,19450,16616,-2.0151133501259446
2020-12-23,19450,19900,19150,19250,11292,-1.0282776349614395
2020-12-24,19200,19600,18950,19150,14100,-0.5194805194805194
2020-12-28,19250,19250,18750,18750,14233,-2.088772845953003
2020-12-29,19050,19550,18950,19550,12529,4.266666666666667
2020-12-30,19550,20000,19450,19650,11849,0.5115089514066496
