날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,8040,8120,7950,8090,1730,0.6218905472636816
2024-04-02,8090,8090,7940,8020,1064,-0.865265760197775
2024-04-03,8010,8080,7890,8070,1200,0.6234413965087282
2024-04-04,8070,8090,7970,8030,257,-0.49566294919454773
2024-04-05,8030,8030,7850,8030,987,0.0
2024-04-08,8030,8030,7900,7920,1745,-1.36986301369863
2024-04-09,7890,8020,7810,7960,2892,0.5050505050505051
2024-04-11,7960,7970,7750,7930,712,-0.37688442211055273
2024-04-12,7920,8230,7810,7880,2570,-0.6305170239596469
2024-04-15,7780,7850,7640,7780,3498,-1.2690355329949239
2024-04-16,7780,7780,7700,7750,483,-0.3856041131105398
2024-04-17,7750,7750,7650,7730,1337,-0.25806451612903225
2024-04-18,7770,9500,7770,8450,276391,9.314359637774903
2024-04-19,8210,8430,7900,8190,17928,-3.076923076923077
2024-04-22,7980,8290,7980,8080,5057,-1.3431013431013432
2024-04-23,8090,8170,7930,7930,1247,-1.8564356435643563
2024-04-24,7930,8180,7930,8070,1788,1.7654476670870116
2024-04-25,8140,8140,7990,8030,466,-0.49566294919454773
2024-04-26,8050,8290,7950,8030,5498,0.0
2024-04-29,8210,10430,8170,10430,663735,29.8879202988792
2024-04-30,10430,10430,9160,9250,301628,-11.313518696069032
