날짜,시가,고가,저가,종가,거래량,등락률
2020-08-03,6400,6680,6350,6580,45445,2.8125
2020-08-04,6580,6680,6410,6520,29140,-0.911854103343465
2020-08-05,6520,6710,6400,6650,48710,1.9938650306748467
2020-08-06,6650,6790,6550,6700,44380,0.7518796992481203
2020-08-07,6700,6800,6630,6700,17544,0.0
2020-08-10,6800,6810,6690,6800,51797,1.4925373134328357
2020-08-11,6950,6950,6630,6810,41444,0.14705882352941177
2020-08-12,6800,6800,6560,6620,28928,-2.7900146842878124
2020-08-13,6780,6780,6540,6570,48736,-0.7552870090634441
2020-08-14,6570,6660,6350,6560,31716,-0.15220700152207
2020-08-18,6350,6480,6210,6360,35237,-3.048780487804878
2020-08-19,6260,6650,6110,6510,33404,2.358490566037736
2020-08-20,6590,6590,6150,6370,27225,-2.1505376344086025
2020-08-21,6350,6650,6220,6440,27985,1.098901098901099
2020-08-24,6350,6500,6220,6430,17024,-0.15527950310559005
2020-08-25,6350,6600,6310,6550,17516,1.8662519440124419
2020-08-26,6650,7700,6640,7250,466630,10.687022900763358
2020-08-27,7250,7450,7150,7380,139233,1.7931034482758619
2020-08-28,7380,8570,7380,7830,300731,6.097560975609756
2020-08-31,7830,8400,7790,8160,144527,4.21455938697318
