날짜,시가총액,거래량,거래대금,상장주식수
2021-01-04,307267422400,23399,1687633000,4226512
2021-01-05,315720446400,21131,1548519300,4226512
2021-01-06,316988400000,20200,1513461800,4226512
2021-01-07,321637563200,15594,1182530500,4226512
2021-01-08,344038076800,36061,2892568900,4226512
2021-01-11,332626494400,33883,2664989100,4226512
2021-01-12,331358540800,23449,1813566300,4226512
2021-01-13,343192774400,20895,1678634700,4226512
2021-01-14,361789427200,43757,3678843800,4226512
2021-01-15,365170636800,36089,3092998100,4226512
2021-01-18,343615425600,29126,2387767900,4226512
2021-01-19,347841937600,20101,1641908100,4226512
2021-01-20,344460728000,22814,1856334800,4226512
2021-01-21,346573984000,12915,1057607400,4226512
2021-01-22,344460728000,14823,1218016100,4226512
2021-01-25,353336403200,13447,1117083200,4226512
2021-01-26,342347472000,28793,2352417200,4226512
2021-01-27,346151332800,14857,1208372400,4226512
2021-01-28,323750819200,37904,2965294900,4226512
2021-01-29,310648632000,40891,3062952700,4226512
2021-02-01,322482865600,10692,803289100,4226512
2021-02-02,330513238400,10372,807581200,4226512
2021-02-03,334317099200,34542,2708035700,4226512
2021-02-04,332203843200,16263,1269625700,4226512
2021-02-05,333471796800,7244,566685800,4226512
2021-02-08,333894448000,13427,1052634600,4226512
2021-02-09,332203843200,5981,471368400,4226512
2021-02-10,329667936000,4691,366508100,4226512
2021-02-15,329667936000,14871,1163111400,4226512
2021-02-16,330513238400,12143,946675100,4226512
2021-02-17,324173470400,11945,919241300,4226512
2021-02-18,317833702400,11186,847142500,4226512
2021-02-19,319524307200,17706,1328137400,4226512
2021-02-22,323750819200,7052,535749200,4226512
2021-02-23,327554680000,7240,556504900,4226512
2021-02-24,322060214400,9235,703488100,4226512
2021-02-25,322060214400,8413,641753800,4226512
2021-02-26,311071283200,16374,1202085300,4226512
2021-03-02,306844771200,7231,528201600,4226512
2021-03-03,308112724800,23383,1676949800,4226512
2021-03-04,303463561600,3238,232594700,4226512
2021-03-05,300927654400,7449,527792600,4226512
2021-03-08,295433188800,11993,842887100,4226512
2021-03-09,297969096000,7498,522348500,4226512
2021-03-10,300082352000,17419,1235260800,4226512
2021-03-11,300505003200,4697,333420300,4226512
2021-03-12,309803329600,7741,563289900,4226512
2021-03-15,307690073600,3256,237072800,4226512
2021-03-16,310648632000,2389,174931900,4226512
2021-03-17,309803329600,3227,235364400,4226512
2021-03-18,308535376000,2485,181619800,4226512
2021-03-19,308535376000,4658,337461200,4226512
2021-03-22,308535376000,3178,230141200,4226512
2021-03-23,305576817600,5176,372671000,4226512
2021-03-24,306422120000,3386,244318900,4226512
2021-03-25,307690073600,3458,251113600,4226512
2021-03-26,314029841600,7177,528053900,4226512
2021-03-29,313607190400,5885,434493400,4226512
2021-03-30,314029841600,3519,261071200,4226512
2021-03-31,315720446400,3272,244663700,4226512
