날짜,시가,고가,저가,종가,거래량,등락률
2024-06-03,35750,36000,34850,35500,1212,-0.2808988764044944
2024-06-04,35500,35500,34700,35050,616,-1.267605633802817
2024-06-05,35300,35300,34950,35300,98,0.7132667617689016
2024-06-07,35300,35950,35100,35650,1591,0.9915014164305949
2024-06-10,35250,36000,34200,35900,540,0.7012622720897616
2024-06-11,35650,36000,35050,35900,137,0.0
2024-06-12,35900,35900,35150,35800,162,-0.2785515320334262
2024-06-13,35800,35850,35300,35800,899,0.0
2024-06-14,35200,36000,35200,35750,187,-0.13966480446927373
2024-06-17,35750,35750,34450,35400,602,-0.9790209790209791
2024-06-18,35400,35650,35000,35650,838,0.7062146892655368
2024-06-19,35650,35750,35250,35650,244,0.0
2024-06-20,36000,36000,35250,35750,276,0.2805049088359046
2024-06-21,35750,35750,35200,35750,181,0.0
2024-06-24,35750,35750,35250,35600,127,-0.4195804195804196
2024-06-25,35600,35600,35250,35600,199,0.0
2024-06-26,35300,35700,35250,35700,163,0.2808988764044944
2024-06-27,35300,35650,35250,35650,49,-0.1400560224089636
2024-06-28,35700,35700,35250,35650,930,0.0
