news_title,news_category,news_date
"신규 가입자·1회 구매액 ↑…컬리, 사상 첫 매출 2조 돌파",산업생활,2023.03.31
"“은행위기 생각보다 오래갈 수 있어”…“연준, 상업용 부동산 모니터링” [김영필의 3분 월스트리트]",증권해외증시,2023.03.31
긴축이 부른 위기…K금융 새로운 도약의 기회로,경제·금융금융가,2023.03.30
인체의약품 시설서 반려동물약 생산 가능해진다,정치총리실,2023.03.30
“국가 대항전…집중 지원으로 산업정책 패러다임 바꿔야 생존” [어떻게 지내십니까],오피니언사내칼럼,2023.03.29
"D램 3위 마이크론, 2분기 연속 적자…""서버용 반도체 저점 지났다""",산업기업,2023.03.29
日서 활발한 보험사 요양사업……국내선 건물 직접 짓거나 사야 가능,경제·금융보험,2023.03.28
"""D램, 3분기부터 공급 부족""…삼성·SK하이닉스 하반기 반등하나 [biz-플러스]",산업,2023.03.28
"[단독] 챗GPT發 훈풍에 감산 맞물려…""메모리 바닥신호 더 뚜렷""",산업기업,2023.03.27
"中 “美 디커플링, 세계 이익 훼손”…바이든은 加와 반도체·광물 동맹",국제정치·사회,2023.03.26
[서경스타즈IR] GC녹십자 해외진출·사업 다각화 속도…올 매출 1.8조 조준,증권국내증시,2023.03.26
"""벌써 6000명 몰렸다"" 트랙스 크로스오버, 사전계약 돌풍",문화·스포츠자동차,2023.03.25
"""경기침체로 기업가치 저평가…M&A 적기""",증권증권일반,2023.03.23
삼정KPMG “가격 낮아진 지금이 해외 M&A 추진 적기”,증권증권일반,2023.03.23
"[SEN]삼익THK, 삼성 로봇 파트너 관심…M&A 기대감에 거래량↑",증권종목·투자전략,2023.03.23
"11개 에너지 협의회 ""전력도매가 상한제 즉시 종료해야""",산업기업,2023.03.21
"'반쪽짜리' 전기차 세액공제에 인력난까지…""한국 투자 매력 떨어져"" [biz-플러스]",산업기업,2023.03.21
'2인3각' 엇박자…K전기차 불안한 '수출 질주',산업기업,2023.03.20
韓 전기차 세액공제는 '반쪽'…투자환경 泰·印尼에도 밀린다,산업산업일반,2023.03.20
경기침체에 R&D 주춤…상표 등 '알박기'식 다툼만 쏟아져,산업생활,2023.03.19
[다음주 증시 전망] 3월 FOMC 앞두고 관망세…코스피 2300~2450 예상,증권국내증시,2023.03.18
"""이번엔 중동 더위 잡으러 간다"" 글로벌 영토 넓히는 K빙과",산업생활,2023.03.16
"“CS 금융위기 계속 꼬리위험…파월, 인플레 무게 가능성”",증권해외증시,2023.03.16
"간편식 맛집된 현대그린푸드…""올 매출 650억 목표""",산업생활,2023.03.16
"‘성과 대비 지나친 저평가’ 기아, 목표가 11% 상향",증권증권일반,2023.03.16
"“스위스, 필요시 CS에 유동성”…“위기 얼마나 커질지 몰라” [김영필의 3분 월스트리트]",증권해외증시,2023.03.16
“2월 CPI 후 0.25%p 무게”…“퍼스트 은행 +26.9% 첫 안정조짐” [김영필의 3분 월스트리트],증권해외증시,2023.03.15
"양회 때 강조한 산업 보면, 중국 투자 포인트 알 수 있다? [김광수의 中心잡기]",국제경제·마켓,2023.03.15
美 증시 혼조에도 공포지수 ETF 또 급등,증권국내증시,2023.03.14
[다음주 증시 전망] 2400 무너진 코스피…변동성 확대 예상,증권국내증시,2023.03.11
“3월 금리 CPI가 최종결정”…“SVB 영업정지 시스템 리스크X” [김영필의 3분 월스트리트],증권해외증시,2023.03.11
"[biz-FOCUS] ""차종 10개면 충분""…테슬라, 100년전 포드 전철밟나",산업기업,2023.03.09
"SK네트웍스, '애플맨'들의 스타트업 휴메인에 290억원 투자",산업기업,2023.03.09
"“무시당한 파월의 애드리브”…“월가, 시장혼란·침체 연준 탓” [김영필의 3분 월스트리트]",증권해외증시,2023.03.09
"“파월, 3월 빅스텝 문 열었다”…“2년 국채 5% 재돌파” [김영필의 3분 월스트리트]",증권해외증시,2023.03.08
"황승국 ""국산 톡신·필러 품질 압도…전 세계가 주목""",산업기업,2023.03.06
‘50bp인상 기폭제 될까’…美 2월 고용보고서·파월 의회 발언 주목[월가위클리],증권해외증시,2023.03.06
"데일리 연은 총재 “세계 경제 구조 변화, 물가 압력 커진다”",국제경제·마켓,2023.03.05
"이노케이텍·아미스이브이, 전기차 충전 인프라 구축 비용 절감 신기술 개발",사회사회이슈,2023.03.03
"보스틱이 뒤집은 증시…“에리언, 연준 3번 틀렸다” [김영필의 3분 월스트리트]",증권해외증시,2023.03.03
"美 10년 국채 4% 돌파…“시장, 최종금리 5.5~5.75%↑” [김영필의 3분 월스트리트]",증권해외증시,2023.03.02
"'2분기 연속 흑자' 쿠팡…""경쟁 상대는 롯데·신세계""",증권종목·투자전략,2023.03.01
[투자의 창] 테크 기업을 계속 주목하는 이유,경제·금융경제동향,2023.02.28
한은 국장 “美 최종금리 기대 또 달라질 수도…3월 FOMC 지켜봐야”,경제·금융경제·금융일반,2023.02.28
“美 ‘불 트랩’인가?”…“3분기 고용전망 4만” [김영필의 3분 월스트리트],증권해외증시,2023.02.28
"强달러 예고에 귀금속 ETF·ETN 추풍낙엽…""저가 매수 기회일 수도""",증권국내증시,2023.02.27
"""3월 증시도 FOMC가 ‘변수’…지수 들었다 놨다 할것""",증권국내증시,2023.02.27
리오프닝·기저효과에 반등 기대…美 제재·부동산 부실은 복병,국제경제·마켓,2023.02.26
"마카롱도, 초코볼도 비건입니다… 맛은?[지구용]",산업생활,2023.02.26
"금리 인상기 '끝물', 내 자산 어디에 투자할까?[도와줘요 자산관리]",경제·금융경제·금융일반,2023.02.25
"“슈퍼코어 서비스 0.6%↑”…“인플레, 잘못된 길로 가고 있다” [김영필의 3분 월스트리트]",증권해외증시,2023.02.25
"“연준, 인플레 통제력 일부 상실…뭔가 무서운 것 앞에 있다” [김영필의 3분 월스트리트]",증권해외증시,2023.02.24
"3연속 베이비스텝 유력…월가, 금리 예상치 5.5%로 높여",국제정치·사회,2023.02.23
“2월 FOMC 의사록 새로운 것 없어…미 증시 큰 베팅할 때 아냐”,증권해외증시,2023.02.23
“2월 거의 대부분 0.25%p 지지”…“연착륙이든 경착륙이든 우산 필요” [김영필의 3분 월스트리트],증권해외증시,2023.02.23
내수업종은 옛말…해외덩치 커진 K푸드,산업생활,2023.02.22
“美 10년 국채 4% 근접”…“월마트 소비둔화 전망” [김영필의 3분 월스트리트],증권해외증시,2023.02.22
겨울 난방비만 3000만원…화훼농가 '고사 위기',사회전국,2023.02.21
"美 긴축 장기화 우려에…3월 종합 BMSI 81.3, 전월 대비 2.9p↓",증권채권,2023.02.21
"곽노정 SK하이닉스 CEO ""챗GPT 타고…메모리 '업턴' 당겨질수도"" [뒷북비즈]",산업기업,2023.02.20
"나스닥의 ‘마이웨이’…1월 PCE·FOMC회의록, 흐름 바꾸나[월가위클리]",증권해외증시,2023.02.20
금리 불확실성에…美 인프라ETF '상승기류',증권국내증시,2023.02.19
"“연준, 급브레이크 밟을 위험”…“경제 부수지 않으면 2% 불가” [김영필의 3분 월스트리트]",증권해외증시,2023.02.18
달러인덱스·국채금리 '동반 상승'…금값 석달새 10% 급등,국제경제·마켓,2023.02.17
"“1월 PPI, 금리우려로 무게추”…“불러드, 3월 0.5%p 열려있어” [김영필의 3분 월스트리트]",증권해외증시,2023.02.17
[서학개미는 지금] 챗GPT발 ‘AI 대전’…알파벳·MS 순매수 1·2위,증권국내증시,2023.02.16
“1월 이어 2월 CPI도 큰 기대말라…지금은 보수적 접근할 때”,증권해외증시,2023.02.16
'머스크 리스크'에서 '머스크 랠리'로…200달러 돌파한 테슬라 [정혜진의 Whynot실리콘밸리],증권해외증시,2023.02.16
'CPI 잘 나올까' 예의주시…S&P500 1.14%↑[데일리국제금융시장],증권해외증시,2023.02.14
"[biz-NOW] ""혼수 가전 한번에 준비하세요""…삼성, 내달까지 '특별 기획전'",산업기업,2023.02.13
[오전시황] 美 물가지표에 쏠린 시장의 눈…코스피 2460선 공방,증권국내증시,2023.02.13
장밋빛 물가 자신감 이미 '시들'…1월 CPI 긴장감[월가위클리],국제경제·마켓,2023.02.13
"코스닥 거래대금, 열달 만에 10조 돌파",경제·금융경제·금융일반,2023.02.12
"""美전기차, 휘발유車 만큼 싸진다""",국제기업,2023.02.12
"""전기차, 휘발유차 만큼 싸진다""…배터리 가격인하 영향",국제국제일반,2023.02.11
“다시 인플레 우려 모드”…“미시간대 인플레기대 재상승” [김영필의 3분 월스트리트],증권해외증시,2023.02.11
“美 2년 국채 4.5% 돌파”…“경제 재가속 vs 침체우려” [김영필의 3분 월스트리트],증권해외증시,2023.02.10
들썩이는 대체육값…비건족 지갑 닫나,산업생활,2023.02.07
[이번주 증시 전망] 주요국 통화정책 변화·中 부양 정책 기대감…코스피 2410~2540 예상,증권국내증시,2023.02.06
"""연준 반대 베팅이 승리 중"" 지적 속…파월 의장 이번 주 재등판[월가위클리]",증권해외증시,2023.02.06
"""어, 한국 신라면하고 다르네""…美 라면 용기의 비밀[똑똑! 스마슈머]",산업생활,2023.02.04
맞춤형 안경 스타트업 브리즘 시리즈A 투자 유치,산업기업,2023.02.03
"“모두가 파월 블러핑이라고 생각”…“기술주, 메타효과 실적은 주춤” [김영필의 3분 월스트리트]",증권해외증시,2023.02.03
‘녹색 보조금’ 두고 벌써 내분…美 IRA에 대응하다 갈라지는 EU,국제경제·마켓,2023.02.02
美증시 날고 3월 이후 금리인상 중단 전망까지…고민 더 깊어진 파월,국제경제·마켓,2023.02.01
크루즈 다시 순항 조짐…주가 한달새 30% 뛰어 [서학개미 리포트],증권국내증시,2023.02.01
“美 4분기 ECI 예상 하회”…“금리인상 2+1 쪽으로” [김영필의 3분 월스트리트],증권해외증시,2023.02.01
"삼성전자, 4분기 '반도체 어닝쇼크'…메모리 한파에 영업익 97% 급락",산업기업,2023.01.31
FOMC 앞두고 긴장한 뉴욕증시…S&P500 1.3%↓[데일리국제금융시장],증권해외증시,2023.01.31
"“복잡해진 2월 FOMC”…“시장, 인플레 자신감 지나쳐” [김영필의 3분 월스트리트]",증권해외증시,2023.01.31
"[줌업CEO]""반도체 부품 품질혁신으로 4년새 수출 세배""",산업기업,2023.01.30
이번주 애플·구글·아마존 빅테크 실적 발표에 올 1분기 성장 전망 달렸다,증권해외증시,2023.01.30
"경북도, 농식품유통 스마트화에 2900억 투자",사회전국,2023.01.29
"美 경제 주춧돌 소비 '흔들'…일각선 ""롤링리세션 시작됐다""",국제경제·마켓,2023.01.29
"포스코인터내셔널, 사상 첫 영업익 1조…‘에너지·자원개발 이익 확대’",산업기업,2023.01.27
