날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,1256,1277,1200,1224,1019034,-4.895104895104895
2024-04-02,1221,1254,1187,1225,434408,0.08169934640522876
2024-04-03,1222,1235,1157,1202,697794,-1.8775510204081631
2024-04-04,1202,1237,1193,1211,180637,0.7487520798668885
2024-04-05,1211,1224,1193,1202,169736,-0.7431874483897605
2024-04-08,1221,1221,1121,1200,270930,-0.16638935108153077
2024-04-09,1190,1200,1175,1179,240933,-1.7500000000000002
2024-04-11,1179,1255,1161,1249,453915,5.937234944868533
2024-04-12,1249,1327,1236,1256,470545,0.5604483586869495
2024-04-15,1239,1270,1204,1215,334245,-3.2643312101910826
2024-04-16,1215,1292,1203,1250,529836,2.880658436213992
2024-04-17,1281,1281,1223,1273,295673,1.8399999999999999
2024-04-18,1284,1337,1266,1330,520683,4.477611940298507
2024-04-19,1355,1398,1255,1309,1143024,-1.5789473684210527
2024-04-22,1333,1370,1276,1288,390074,-1.6042780748663104
2024-04-23,1299,1327,1275,1300,319421,0.9316770186335404
2024-04-24,1282,1342,1275,1340,465193,3.076923076923077
2024-04-25,1338,1368,1330,1359,544245,1.4179104477611941
2024-04-26,1375,1375,1305,1361,594114,0.14716703458425312
2024-04-29,1359,1447,1338,1405,1196937,3.2329169728141074
2024-04-30,1419,1419,1201,1345,1584619,-4.270462633451958
