날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,5990,6280,5990,6280,5082,0.8025682182985553
2024-04-02,6290,6290,6120,6220,11151,-0.9554140127388535
2024-04-03,6230,6230,6060,6120,5159,-1.607717041800643
2024-04-04,6130,6160,6020,6140,7842,0.32679738562091504
2024-04-05,6150,6150,6030,6100,5217,-0.6514657980456027
2024-04-08,6120,6120,6020,6080,2662,-0.32786885245901637
2024-04-09,6080,6100,6000,6090,8590,0.1644736842105263
2024-04-11,6090,6090,5950,5960,13560,-2.134646962233169
2024-04-12,5970,6030,5950,5980,29931,0.33557046979865773
2024-04-15,5880,5980,5790,5900,20125,-1.3377926421404682
2024-04-16,5900,5900,5720,5750,17289,-2.5423728813559325
2024-04-17,5790,5850,5620,5710,7625,-0.6956521739130435
2024-04-18,5730,6370,5720,6010,153518,5.253940455341506
2024-04-19,5930,5990,5750,5900,10299,-1.8302828618968388
2024-04-22,5970,5970,5740,5860,7153,-0.6779661016949152
2024-04-23,5710,5860,5710,5840,6193,-0.3412969283276451
2024-04-24,5880,5880,5840,5880,5870,0.684931506849315
2024-04-25,5910,5910,5820,5850,2733,-0.5102040816326531
2024-04-26,5880,5880,5740,5860,9824,0.17094017094017094
2024-04-29,5900,6940,5880,6730,940602,14.846416382252558
2024-04-30,6540,6640,6130,6130,201692,-8.915304606240714
