날짜,시가,고가,저가,종가,거래량,등락률
2024-04-01,4590,4730,4475,4610,2797414,4.063205417607223
2024-04-02,4625,4760,4450,4595,1242888,-0.32537960954446854
2024-04-03,4545,4595,4405,4405,713720,-4.134929270946682
2024-04-04,4400,4540,4385,4500,545337,2.1566401816118046
2024-04-05,4445,4825,4420,4725,4997723,5.0
2024-04-08,4755,4775,4565,4725,1531568,0.0
2024-04-09,4750,4880,4535,4540,1406591,-3.9153439153439153
2024-04-11,4480,4505,4360,4360,660480,-3.9647577092511015
2024-04-12,4350,4695,4310,4485,1573990,2.86697247706422
2024-04-15,4395,4450,4320,4415,537501,-1.560758082497213
2024-04-16,4380,4390,4150,4155,730669,-5.889014722536806
2024-04-17,4140,4260,4140,4210,391186,1.3237063778580023
2024-04-18,4185,4390,4185,4345,397774,3.2066508313539197
2024-04-19,4345,4370,4135,4265,425228,-1.8411967779056386
2024-04-22,4220,4435,4220,4370,435375,2.4618991793669402
2024-04-23,4370,4425,4280,4330,290363,-0.9153318077803204
2024-04-24,4330,4425,4330,4425,282831,2.1939953810623556
2024-04-25,4425,4445,4335,4360,246920,-1.4689265536723164
2024-04-26,4350,4740,4350,4630,1797790,6.192660550458716
2024-04-29,4650,5270,4580,4865,10250193,5.075593952483802
2024-04-30,4885,5020,4730,4730,2984737,-2.774922918807811
