날짜,시가,고가,저가,종가,거래량,등락률
2024-01-02,9820,9860,9590,9800,14874,0.4098360655737705
2024-01-03,9790,9840,9590,9720,8923,-0.8163265306122449
2024-01-04,9720,12300,9720,10600,103577,9.053497942386832
2024-01-05,10610,10740,10110,10680,22492,0.7547169811320755
2024-01-08,5750,6940,5750,6100,591240,-42.88389513108614
2024-01-09,5700,5750,5300,5310,168797,-12.950819672131148
2024-01-10,5300,5300,4900,4990,55930,-6.0263653483992465
2024-01-11,5130,5130,4860,4880,33337,-2.2044088176352705
2024-01-12,4880,6340,4860,5350,833870,9.631147540983607
2024-01-15,5270,6240,5130,5620,523288,5.046728971962617
2024-01-16,5620,7300,5310,6430,1208092,14.412811387900357
2024-01-17,6290,6330,5850,5850,112537,-9.020217729393467
2024-01-18,5970,7160,5900,6380,538534,9.05982905982906
2024-01-19,6500,7840,6460,7590,687090,18.96551724137931
2024-01-22,7300,8440,7010,7280,290066,-4.084321475625823
2024-01-23,7380,8110,7000,7130,215099,-2.0604395604395602
2024-01-24,7150,7380,6190,6460,111000,-9.396914446002805
2024-01-25,6460,6480,5850,5930,105478,-8.204334365325078
2024-01-26,5460,5880,5400,5610,107460,-5.396290050590219
2024-01-29,5500,6400,5190,5620,268531,0.17825311942959002
2024-01-30,5400,5400,5030,5030,134664,-10.498220640569395
2024-01-31,4955,5230,4810,5020,53620,-0.19880715705765406
