투자자구분,매도,매수,순매수
금융투자,202369160500,154423716900,-47945443600
보험,8504426800,8499762200,-4664600
투신,7618180400,12165264900,4547084500
사모,7683802100,19455514800,11771712700
은행,872497400,35612700,-836884700
기타금융,3269110400,547792100,-2721318300
연기금 등,520752119500,540674072900,19921953400
기관합계,751069297100,735801736500,-15267560600
기타법인,6683671400,5512416100,-1171255300
개인,401569699600,197268666800,-204301032800
외국인,332528482360,554387056260,221858573900
기타외국인,1681938100,563212900,-1118725200
전체,1493533088560,1493533088560,0
