투자자구분,매도,매수,순매수
금융투자,71794266300,121885609500,50091343200
보험,5030894300,4210773800,-820120500
투신,12063978500,5277843500,-6786135000
사모,5931859200,3426928600,-2504930600
은행,89605200,525674200,436069000
기타금융,1687400,17905400,16218000
연기금 등,503522658500,502632511200,-890147300
기관합계,598434949400,637977246200,39542296800
기타법인,3281446700,4874460800,1593014100
개인,175594730800,248754853100,73160122300
외국인,306447934745,191630563945,-114817370800
기타외국인,604464400,1126402000,521937600
전체,1084363526045,1084363526045,0
