투자자구분,매도,매수,순매수
금융투자,106813266700,176718858300,69905591600
보험,8620139400,8899921200,279781800
투신,10612918600,6459726600,-4153192000
사모,13236002900,6904717200,-6331285700
은행,748331600,1983409800,1235078200
기타금융,317142500,2335579200,2018436700
연기금 등,440960597900,423339873400,-17620724500
기관합계,581308399600,626642085700,45333686100
기타법인,4355193300,5376945000,1021751700
개인,266897114100,268285534900,1388420800
외국인,494120223282,446260979682,-47859243600
기타외국인,918227200,1033612200,115385000
전체,1347599157482,1347599157482,0
