투자자구분,매도,매수,순매수
금융투자,296232494100,65613162600,-230619331500
보험,7148979300,3727377300,-3421602000
투신,9586618100,12693311900,3106693800
사모,12419570000,2966647300,-9452922700
은행,186954800,1796687100,1609732300
기타금융,1123660800,333971200,-789689600
연기금 등,554245069000,555258705000,1013636000
기관합계,880943346100,642389862400,-238553483700
기타법인,2928301400,6165314100,3237012700
개인,208219704200,388150216900,179930512700
외국인,458177448900,513152114000,54974665100
기타외국인,606112000,1017405200,411293200
전체,1550874912600,1550874912600,0
